time_period,country,sex_tag,sex,obs_value
2020,Serbia,M,Males,66.8
2022,Serbia,M,Males,75.1
2023,Serbia,M,Males,76.7
2004,Sweden,M,Males,61.3
2007,Sweden,M,Males,68.9
2008,Sweden,M,Males,70.8
2009,Sweden,M,Males,73.3
2010,Sweden,M,Males,75.3
2011,Sweden,M,Males,74.1
2012,Sweden,M,Males,73.3
2013,Sweden,M,Males,74.6
2015,Sweden,M,Males,73.7
2016,Sweden,M,Males,75.0
2017,Sweden,M,Males,78.0
2019,Sweden,M,Males,74.7
2020,Sweden,M,Males,75.5
2022,Sweden,M,Males,76.0
2023,Sweden,M,Males,71.3
2012,Slovenia,M,Males,97.6
2015,Slovenia,M,Males,85.0
2016,Slovenia,M,Males,86.8
2017,Slovenia,M,Males,88.8
2018,Slovenia,M,Males,83.4
2019,Slovenia,M,Males,80.0
2020,Slovenia,M,Males,90.3
2022,Slovenia,M,Males,93.0
2006,Slovakia,M,Males,66.6
2007,Slovakia,M,Males,79.6
2008,Slovakia,M,Males,84.0
2009,Slovakia,M,Males,86.5
2010,Slovakia,M,Males,88.1
2012,Slovakia,M,Males,76.7
2013,Slovakia,M,Males,85.7
2015,Slovakia,M,Males,91.2
2016,Slovakia,M,Males,88.4
2017,Slovakia,M,Males,84.4
2018,Slovakia,M,Males,83.8
2019,Slovakia,M,Males,86.6
2020,Slovakia,M,Males,86.8
2022,Slovakia,M,Males,88.5
2023,Slovakia,M,Males,88.8
2009,Türkiye,M,Males,73.7
2010,Türkiye,M,Males,72.9
2011,Türkiye,M,Males,72.5
2012,Türkiye,M,Males,74.3
2013,Türkiye,M,Males,73.7
2015,Türkiye,M,Males,73.6
2016,Türkiye,M,Males,76.1
2017,Türkiye,M,Males,71.4
2018,Türkiye,M,Males,73.3
2019,Türkiye,M,Males,74.7
2020,Türkiye,M,Males,77.9
2022,Türkiye,M,Males,79.0
2023,Türkiye,M,Males,76.9
2006,United Kingdom,M,Males,72.0
2009,United Kingdom,M,Males,75.1
2012,United Kingdom,M,Males,77.7
2013,United Kingdom,M,Males,78.6
2015,United Kingdom,M,Males,76.3
2016,United Kingdom,M,Males,83.1
2017,United Kingdom,M,Males,78.1
2018,United Kingdom,M,Males,84.6
2019,United Kingdom,M,Males,80.4
2008,Austria,T,Total,100.0
2009,Austria,T,Total,100.0
2010,Austria,T,Total,100.0
2011,Austria,T,Total,100.0
2012,Austria,T,Total,100.0
2013,Austria,T,Total,100.0
2015,Austria,T,Total,100.0
2016,Austria,T,Total,100.0
2017,Austria,T,Total,100.0
2018,Austria,T,Total,100.0
2019,Austria,T,Total,100.0
2020,Austria,T,Total,100.0
2022,Austria,T,Total,100.0
2023,Austria,T,Total,100.0
2022,Bosnia and Herzegovina,T,Total,100.0
2023,Bosnia and Herzegovina,T,Total,100.0
2004,Belgium,T,Total,100.0
2006,Belgium,T,Total,100.0
2007,Belgium,T,Total,100.0
2009,Belgium,T,Total,100.0
2010,Belgium,T,Total,100.0
2012,Belgium,T,Total,100.0
2013,Belgium,T,Total,100.0
2015,Belgium,T,Total,100.0
2016,Belgium,T,Total,100.0
2018,Belgium,T,Total,100.0
2019,Belgium,T,Total,100.0
2020,Belgium,T,Total,100.0
2022,Belgium,T,Total,100.0
2023,Belgium,T,Total,100.0
2013,Bulgaria,T,Total,100.0
2015,Bulgaria,T,Total,100.0
2016,Bulgaria,T,Total,100.0
2017,Bulgaria,T,Total,100.0
2018,Bulgaria,T,Total,100.0
2020,Bulgaria,T,Total,100.0
2022,Bulgaria,T,Total,100.0
2023,Bulgaria,T,Total,100.0
2004,Switzerland,T,Total,100.0
2006,Switzerland,T,Total,100.0
2007,Switzerland,T,Total,100.0
2008,Switzerland,T,Total,100.0
2009,Switzerland,T,Total,100.0
2011,Switzerland,T,Total,100.0
2012,Switzerland,T,Total,100.0
2013,Switzerland,T,Total,100.0
2015,Switzerland,T,Total,100.0
2016,Switzerland,T,Total,100.0
2017,Switzerland,T,Total,100.0
2018,Switzerland,T,Total,100.0
2019,Switzerland,T,Total,100.0
2020,Switzerland,T,Total,100.0
2022,Switzerland,T,Total,100.0
2023,Switzerland,T,Total,100.0
2004,Cyprus,T,Total,100.0
2006,Cyprus,T,Total,100.0
2007,Cyprus,T,Total,100.0
2008,Cyprus,T,Total,100.0
2010,Cyprus,T,Total,100.0
2011,Cyprus,T,Total,100.0
2012,Cyprus,T,Total,100.0
2013,Cyprus,T,Total,100.0
2015,Cyprus,T,Total,100.0
2016,Cyprus,T,Total,100.0
2017,Cyprus,T,Total,100.0
2018,Cyprus,T,Total,100.0
2019,Cyprus,T,Total,100.0
2020,Cyprus,T,Total,100.0
2022,Cyprus,T,Total,100.0
2006,Czechia,T,Total,100.0
2007,Czechia,T,Total,100.0
2008,Czechia,T,Total,100.0
2009,Czechia,T,Total,100.0
2010,Czechia,T,Total,100.0
2012,Czechia,T,Total,100.0
2013,Czechia,T,Total,100.0
2015,Czechia,T,Total,100.0
2016,Czechia,T,Total,100.0
2017,Czechia,T,Total,100.0
2018,Czechia,T,Total,100.0
2019,Czechia,T,Total,100.0
2020,Czechia,T,Total,100.0
2022,Czechia,T,Total,100.0
2023,Czechia,T,Total,100.0
2004,Germany,T,Total,100.0
2007,Germany,T,Total,100.0
2008,Germany,T,Total,100.0
2009,Germany,T,Total,100.0
2013,Germany,T,Total,100.0
2015,Germany,T,Total,100.0
2016,Germany,T,Total,100.0
2017,Germany,T,Total,100.0
2018,Germany,T,Total,100.0
2019,Germany,T,Total,100.0
2022,Germany,T,Total,100.0
2023,Germany,T,Total,100.0
2004,Denmark,T,Total,100.0
2006,Denmark,T,Total,100.0
2009,Denmark,T,Total,100.0
2010,Denmark,T,Total,100.0
2011,Denmark,T,Total,100.0
2012,Denmark,T,Total,100.0
2013,Denmark,T,Total,100.0
2015,Denmark,T,Total,100.0
2018,Denmark,T,Total,100.0
2019,Denmark,T,Total,100.0
2020,Denmark,T,Total,100.0
2022,Denmark,T,Total,100.0
2006,Estonia,T,Total,100.0
2007,Estonia,T,Total,100.0
2008,Estonia,T,Total,100.0
2009,Estonia,T,Total,100.0
2010,Estonia,T,Total,100.0
2011,Estonia,T,Total,100.0
2012,Estonia,T,Total,100.0
2013,Estonia,T,Total,100.0
2015,Estonia,T,Total,100.0
2016,Estonia,T,Total,100.0
2017,Estonia,T,Total,100.0
2018,Estonia,T,Total,100.0
2019,Estonia,T,Total,100.0
2020,Estonia,T,Total,100.0
2022,Estonia,T,Total,100.0
2023,Estonia,T,Total,100.0
2006,Greece,T,Total,100.0
2007,Greece,T,Total,100.0
2008,Greece,T,Total,100.0
2010,Greece,T,Total,100.0
2011,Greece,T,Total,100.0
2012,Greece,T,Total,100.0
2013,Greece,T,Total,100.0
2015,Greece,T,Total,100.0
2016,Greece,T,Total,100.0
2017,Greece,T,Total,100.0
2018,Greece,T,Total,100.0
2019,Greece,T,Total,100.0
2020,Greece,T,Total,100.0
2022,Greece,T,Total,100.0
2023,Greece,T,Total,100.0
2007,Spain,T,Total,100.0
2008,Spain,T,Total,100.0
2009,Spain,T,Total,100.0
2010,Spain,T,Total,100.0
2011,Spain,T,Total,100.0
2012,Spain,T,Total,100.0
2013,Spain,T,Total,100.0
2015,Spain,T,Total,100.0
2016,Spain,T,Total,100.0
2017,Spain,T,Total,100.0
2018,Spain,T,Total,100.0
2019,Spain,T,Total,100.0
2020,Spain,T,Total,100.0
2004,European Union - 15 countries (1995-2004),T,Total,100.0
2006,European Union - 15 countries (1995-2004),T,Total,100.0
2007,European Union - 15 countries (1995-2004),T,Total,100.0
2008,European Union - 15 countries (1995-2004),T,Total,100.0
2009,European Union - 15 countries (1995-2004),T,Total,100.0
2010,European Union - 15 countries (1995-2004),T,Total,100.0
2011,European Union - 15 countries (1995-2004),T,Total,100.0
2012,European Union - 15 countries (1995-2004),T,Total,100.0
2013,European Union - 15 countries (1995-2004),T,Total,100.0
2015,European Union - 15 countries (1995-2004),T,Total,100.0
2016,European Union - 15 countries (1995-2004),T,Total,100.0
2017,European Union - 15 countries (1995-2004),T,Total,100.0
2018,European Union - 15 countries (1995-2004),T,Total,100.0
2019,European Union - 15 countries (1995-2004),T,Total,100.0
2004,European Union - 27 countries (from 2020),T,Total,100.0
2006,European Union - 27 countries (from 2020),T,Total,100.0
2007,European Union - 27 countries (from 2020),T,Total,100.0
2008,European Union - 27 countries (from 2020),T,Total,100.0
2009,European Union - 27 countries (from 2020),T,Total,100.0
2010,European Union - 27 countries (from 2020),T,Total,100.0
2011,European Union - 27 countries (from 2020),T,Total,100.0
2012,European Union - 27 countries (from 2020),T,Total,100.0
2013,European Union - 27 countries (from 2020),T,Total,100.0
2015,European Union - 27 countries (from 2020),T,Total,100.0
2016,European Union - 27 countries (from 2020),T,Total,100.0
2017,European Union - 27 countries (from 2020),T,Total,100.0
2018,European Union - 27 countries (from 2020),T,Total,100.0
2019,European Union - 27 countries (from 2020),T,Total,100.0
2020,European Union - 27 countries (from 2020),T,Total,100.0
2022,European Union - 27 countries (from 2020),T,Total,100.0
2023,European Union - 27 countries (from 2020),T,Total,100.0
2004,European Union - 28 countries (2013-2020),T,Total,100.0
2006,European Union - 28 countries (2013-2020),T,Total,100.0
2007,European Union - 28 countries (2013-2020),T,Total,100.0
2008,European Union - 28 countries (2013-2020),T,Total,100.0
2009,European Union - 28 countries (2013-2020),T,Total,100.0
2010,European Union - 28 countries (2013-2020),T,Total,100.0
2011,European Union - 28 countries (2013-2020),T,Total,100.0
2012,European Union - 28 countries (2013-2020),T,Total,100.0
2013,European Union - 28 countries (2013-2020),T,Total,100.0
2015,European Union - 28 countries (2013-2020),T,Total,100.0
2016,European Union - 28 countries (2013-2020),T,Total,100.0
2017,European Union - 28 countries (2013-2020),T,Total,100.0
2018,European Union - 28 countries (2013-2020),T,Total,100.0
2019,European Union - 28 countries (2013-2020),T,Total,100.0
2004,Finland,T,Total,100.0
2006,Finland,T,Total,100.0
2009,Finland,T,Total,100.0
2010,Finland,T,Total,100.0
2011,Finland,T,Total,100.0
2012,Finland,T,Total,100.0
2013,Finland,T,Total,100.0
2015,Finland,T,Total,100.0
2016,Finland,T,Total,100.0
2017,Finland,T,Total,100.0
2018,Finland,T,Total,100.0
2019,Finland,T,Total,100.0
2020,Finland,T,Total,100.0
2022,Finland,T,Total,100.0
2023,Finland,T,Total,100.0
2004,France,T,Total,100.0
2007,France,T,Total,100.0
2008,France,T,Total,100.0
2009,France,T,Total,100.0
2010,France,T,Total,100.0
2011,France,T,Total,100.0
2012,France,T,Total,100.0
2015,France,T,Total,100.0
2016,France,T,Total,100.0
2017,France,T,Total,100.0
2018,France,T,Total,100.0
2019,France,T,Total,100.0
2020,France,T,Total,100.0
2011,Croatia,T,Total,100.0
2012,Croatia,T,Total,100.0
2013,Croatia,T,Total,100.0
2015,Croatia,T,Total,100.0
2016,Croatia,T,Total,100.0
2017,Croatia,T,Total,100.0
2018,Croatia,T,Total,100.0
2020,Croatia,T,Total,100.0
2022,Croatia,T,Total,100.0
2023,Croatia,T,Total,100.0
2004,Hungary,T,Total,100.0
2006,Hungary,T,Total,100.0
2007,Hungary,T,Total,100.0
2008,Hungary,T,Total,100.0
2009,Hungary,T,Total,100.0
2010,Hungary,T,Total,100.0
2011,Hungary,T,Total,100.0
2012,Hungary,T,Total,100.0
2013,Hungary,T,Total,100.0
2015,Hungary,T,Total,100.0
2016,Hungary,T,Total,100.0
2017,Hungary,T,Total,100.0
2018,Hungary,T,Total,100.0
2019,Hungary,T,Total,100.0
2020,Hungary,T,Total,100.0
2022,Hungary,T,Total,100.0
2023,Hungary,T,Total,100.0
2004,Ireland,T,Total,100.0
2006,Ireland,T,Total,100.0
2008,Ireland,T,Total,100.0
2009,Ireland,T,Total,100.0
2010,Ireland,T,Total,100.0
2011,Ireland,T,Total,100.0
2012,Ireland,T,Total,100.0
2013,Ireland,T,Total,100.0
2015,Ireland,T,Total,100.0
2016,Ireland,T,Total,100.0
2018,Ireland,T,Total,100.0
2019,Ireland,T,Total,100.0
2020,Ireland,T,Total,100.0
2022,Ireland,T,Total,100.0
2023,Ireland,T,Total,100.0
2008,Iceland,T,Total,100.0
2009,Iceland,T,Total,100.0
2010,Iceland,T,Total,100.0
2011,Iceland,T,Total,100.0
2012,Iceland,T,Total,100.0
2013,Iceland,T,Total,100.0
2015,Iceland,T,Total,100.0
2016,Iceland,T,Total,100.0
2017,Iceland,T,Total,100.0
2018,Iceland,T,Total,100.0
2019,Iceland,T,Total,100.0
2006,Italy,T,Total,100.0
2007,Italy,T,Total,100.0
2008,Italy,T,Total,100.0
2009,Italy,T,Total,100.0
2010,Italy,T,Total,100.0
2011,Italy,T,Total,100.0
2012,Italy,T,Total,100.0
2013,Italy,T,Total,100.0
2015,Italy,T,Total,100.0
2016,Italy,T,Total,100.0
2017,Italy,T,Total,100.0
2019,Italy,T,Total,100.0
2020,Italy,T,Total,100.0
2022,Italy,T,Total,100.0
2023,Italy,T,Total,100.0
2009,Lithuania,T,Total,100.0
2010,Lithuania,T,Total,100.0
2011,Lithuania,T,Total,100.0
2012,Lithuania,T,Total,100.0
2013,Lithuania,T,Total,100.0
2015,Lithuania,T,Total,100.0
2016,Lithuania,T,Total,100.0
2017,Lithuania,T,Total,100.0
2018,Lithuania,T,Total,100.0
2019,Lithuania,T,Total,100.0
2020,Lithuania,T,Total,100.0
2022,Lithuania,T,Total,100.0
2023,Lithuania,T,Total,100.0
2004,Luxembourg,T,Total,100.0
2006,Luxembourg,T,Total,100.0
2008,Luxembourg,T,Total,100.0
2010,Luxembourg,T,Total,100.0
2011,Luxembourg,T,Total,100.0
2012,Luxembourg,T,Total,100.0
2013,Luxembourg,T,Total,100.0
2016,Luxembourg,T,Total,100.0
2017,Luxembourg,T,Total,100.0
2018,Luxembourg,T,Total,100.0
2019,Luxembourg,T,Total,100.0
2020,Luxembourg,T,Total,100.0
2022,Luxembourg,T,Total,100.0
2023,Luxembourg,T,Total,100.0
2006,Latvia,T,Total,100.0
2007,Latvia,T,Total,100.0
2008,Latvia,T,Total,100.0
2009,Latvia,T,Total,100.0
2010,Latvia,T,Total,100.0
2011,Latvia,T,Total,100.0
2012,Latvia,T,Total,100.0
2013,Latvia,T,Total,100.0
2015,Latvia,T,Total,100.0
2016,Latvia,T,Total,100.0
2017,Latvia,T,Total,100.0
2018,Latvia,T,Total,100.0
2019,Latvia,T,Total,100.0
2020,Latvia,T,Total,100.0
2022,Latvia,T,Total,100.0
2023,Latvia,T,Total,100.0
2011,Montenegro,T,Total,100.0
2012,Montenegro,T,Total,100.0
2013,Montenegro,T,Total,100.0
2015,Montenegro,T,Total,100.0
2016,Montenegro,T,Total,100.0
2017,Montenegro,T,Total,100.0
2018,Montenegro,T,Total,100.0
2019,Montenegro,T,Total,100.0
2020,Montenegro,T,Total,100.0
2006,North Macedonia,T,Total,100.0
2007,North Macedonia,T,Total,100.0
2008,North Macedonia,T,Total,100.0
2009,North Macedonia,T,Total,100.0
2010,North Macedonia,T,Total,100.0
2011,North Macedonia,T,Total,100.0
2012,North Macedonia,T,Total,100.0
2013,North Macedonia,T,Total,100.0
2015,North Macedonia,T,Total,100.0
2016,North Macedonia,T,Total,100.0
2017,North Macedonia,T,Total,100.0
2018,North Macedonia,T,Total,100.0
2019,North Macedonia,T,Total,100.0
2020,North Macedonia,T,Total,100.0
2006,Malta,T,Total,100.0
2007,Malta,T,Total,100.0
2008,Malta,T,Total,100.0
2009,Malta,T,Total,100.0
2010,Malta,T,Total,100.0
2012,Malta,T,Total,100.0
2013,Malta,T,Total,100.0
2015,Malta,T,Total,100.0
2016,Malta,T,Total,100.0
2017,Malta,T,Total,100.0
2018,Malta,T,Total,100.0
2019,Malta,T,Total,100.0
2020,Malta,T,Total,100.0
2022,Malta,T,Total,100.0
2023,Malta,T,Total,100.0
2004,Netherlands,T,Total,100.0
2007,Netherlands,T,Total,100.0
2008,Netherlands,T,Total,100.0
2009,Netherlands,T,Total,100.0
2010,Netherlands,T,Total,100.0
2011,Netherlands,T,Total,100.0
2012,Netherlands,T,Total,100.0
2015,Netherlands,T,Total,100.0
2016,Netherlands,T,Total,100.0
2017,Netherlands,T,Total,100.0
2018,Netherlands,T,Total,100.0
2020,Netherlands,T,Total,100.0
2022,Netherlands,T,Total,100.0
2023,Netherlands,T,Total,100.0
2015,Norway,T,Total,100.0
2016,Norway,T,Total,100.0
2017,Norway,T,Total,100.0
2018,Norway,T,Total,100.0
2019,Norway,T,Total,100.0
2020,Norway,T,Total,100.0
2022,Norway,T,Total,100.0
2023,Norway,T,Total,100.0
2006,Poland,T,Total,100.0
2007,Poland,T,Total,100.0
2008,Poland,T,Total,100.0
2009,Poland,T,Total,100.0
2011,Poland,T,Total,100.0
2012,Poland,T,Total,100.0
2013,Poland,T,Total,100.0
2015,Poland,T,Total,100.0
2016,Poland,T,Total,100.0
2017,Poland,T,Total,100.0
2018,Poland,T,Total,100.0
2020,Poland,T,Total,100.0
2022,Poland,T,Total,100.0
2023,Poland,T,Total,100.0
2006,Portugal,T,Total,100.0
2007,Portugal,T,Total,100.0
2008,Portugal,T,Total,100.0
2009,Portugal,T,Total,100.0
2010,Portugal,T,Total,100.0
2012,Portugal,T,Total,100.0
2013,Portugal,T,Total,100.0
2015,Portugal,T,Total,100.0
2016,Portugal,T,Total,100.0
2017,Portugal,T,Total,100.0
2018,Portugal,T,Total,100.0
2019,Portugal,T,Total,100.0
2020,Portugal,T,Total,100.0
2022,Portugal,T,Total,100.0
2023,Portugal,T,Total,100.0
2004,Romania,T,Total,100.0
2006,Romania,T,Total,100.0
2007,Romania,T,Total,100.0
2008,Romania,T,Total,100.0
2009,Romania,T,Total,100.0
2011,Romania,T,Total,100.0
2012,Romania,T,Total,100.0
2013,Romania,T,Total,100.0
2015,Romania,T,Total,100.0
2016,Romania,T,Total,100.0
2017,Romania,T,Total,100.0
2018,Romania,T,Total,100.0
2019,Romania,T,Total,100.0
2020,Romania,T,Total,100.0
2022,Romania,T,Total,100.0
2023,Romania,T,Total,100.0
2011,Serbia,T,Total,100.0
2012,Serbia,T,Total,100.0
2013,Serbia,T,Total,100.0
2015,Serbia,T,Total,100.0
2016,Serbia,T,Total,100.0
2017,Serbia,T,Total,100.0
2018,Serbia,T,Total,100.0
2019,Serbia,T,Total,100.0
2020,Serbia,T,Total,100.0
2022,Serbia,T,Total,100.0
2023,Serbia,T,Total,100.0
2004,Sweden,T,Total,100.0
2007,Sweden,T,Total,100.0
2008,Sweden,T,Total,100.0
2009,Sweden,T,Total,100.0
2010,Sweden,T,Total,100.0
2011,Sweden,T,Total,100.0
2012,Sweden,T,Total,100.0
2013,Sweden,T,Total,100.0
2015,Sweden,T,Total,100.0
2016,Sweden,T,Total,100.0
2017,Sweden,T,Total,100.0
2019,Sweden,T,Total,100.0
2020,Sweden,T,Total,100.0
2022,Sweden,T,Total,100.0
2023,Sweden,T,Total,100.0
2012,Slovenia,T,Total,100.0
2013,Slovenia,T,Total,100.0
2015,Slovenia,T,Total,100.0
2016,Slovenia,T,Total,100.0
2017,Slovenia,T,Total,100.0
2018,Slovenia,T,Total,100.0
2019,Slovenia,T,Total,100.0
2020,Slovenia,T,Total,100.0
2022,Slovenia,T,Total,100.0
2004,Slovakia,T,Total,100.0
2006,Slovakia,T,Total,100.0
2007,Slovakia,T,Total,100.0
2008,Slovakia,T,Total,100.0
2009,Slovakia,T,Total,100.0
2010,Slovakia,T,Total,100.0
2012,Slovakia,T,Total,100.0
2013,Slovakia,T,Total,100.0
2015,Slovakia,T,Total,100.0
2016,Slovakia,T,Total,100.0
2017,Slovakia,T,Total,100.0
2018,Slovakia,T,Total,100.0
2019,Slovakia,T,Total,100.0
2020,Slovakia,T,Total,100.0
2022,Slovakia,T,Total,100.0
2023,Slovakia,T,Total,100.0
2009,Türkiye,T,Total,100.0
2010,Türkiye,T,Total,100.0
2011,Türkiye,T,Total,100.0
2012,Türkiye,T,Total,100.0
2013,Türkiye,T,Total,100.0
2015,Türkiye,T,Total,100.0
2016,Türkiye,T,Total,100.0
2017,Türkiye,T,Total,100.0
2018,Türkiye,T,Total,100.0
2019,Türkiye,T,Total,100.0
2020,Türkiye,T,Total,100.0
2022,Türkiye,T,Total,100.0
2023,Türkiye,T,Total,100.0
2006,United Kingdom,T,Total,100.0
2009,United Kingdom,T,Total,100.0
2012,United Kingdom,T,Total,100.0
2013,United Kingdom,T,Total,100.0
2015,United Kingdom,T,Total,100.0
2016,United Kingdom,T,Total,100.0
2017,United Kingdom,T,Total,100.0
2018,United Kingdom,T,Total,100.0
2019,United Kingdom,T,Total,100.0
2018,Austria,F,Females,7.4
2019,Austria,F,Females,9.9
2006,Belgium,F,Females,6.4
2007,Belgium,F,Females,6.7
2009,Belgium,F,Females,6.0
2010,Belgium,F,Females,7.2
2012,Belgium,F,Females,5.6
2013,Belgium,F,Females,5.0
2016,Belgium,F,Females,7.1
2023,Belgium,F,Females,8.9
2022,Bulgaria,F,Females,12.7
2023,Bulgaria,F,Females,15.4
2011,Switzerland,F,Females,7.6
2012,Switzerland,F,Females,8.3
2013,Switzerland,F,Females,10.4
2015,Switzerland,F,Females,12.2
2016,Switzerland,F,Females,10.4
2017,Switzerland,F,Females,10.4
2018,Switzerland,F,Females,11.1
2019,Switzerland,F,Females,12.0
2020,Switzerland,F,Females,10.8
2022,Switzerland,F,Females,6.6
2023,Switzerland,F,Females,6.3
2006,Cyprus,F,Females,1.5
2008,Cyprus,F,Females,1.7
2010,Cyprus,F,Females,2.0
2011,Cyprus,F,Females,2.2
2012,Cyprus,F,Females,2.5
2013,Cyprus,F,Females,2.1
2015,Cyprus,F,Females,2.0
2016,Cyprus,F,Females,1.7
2018,Cyprus,F,Females,1.5
2019,Cyprus,F,Females,1.6
2020,Cyprus,F,Females,1.6
2022,Cyprus,F,Females,2.4
2015,Czechia,F,Females,6.1
2016,Czechia,F,Females,7.7
2018,Czechia,F,Females,6.8
2020,Czechia,F,Females,7.9
2022,Czechia,F,Females,6.4
2023,Czechia,F,Females,9.1
2004,Germany,F,Females,28.8
2007,Germany,F,Females,65.2
2013,Germany,F,Females,55.2
2015,Germany,F,Females,60.2
2016,Germany,F,Females,64.6
2017,Germany,F,Females,69.7
2018,Germany,F,Females,66.8
2019,Germany,F,Females,71.8
2022,Germany,F,Females,86.9
2023,Germany,F,Females,91.9
2006,Denmark,F,Females,4.5
2019,Denmark,F,Females,4.3
2020,Denmark,F,Females,18.6
2022,Denmark,F,Females,10.6
2012,Estonia,F,Females,2.7
2019,Estonia,F,Females,2.7
2020,Estonia,F,Females,2.8
2022,Estonia,F,Females,2.5
2023,Estonia,F,Females,4.2
2006,Greece,F,Females,21.2
2007,Greece,F,Females,24.5
2008,Greece,F,Females,25.2
2010,Greece,F,Females,23.4
2011,Greece,F,Females,18.9
2012,Greece,F,Females,16.7
2013,Greece,F,Females,14.9
2015,Greece,F,Females,17.2
2016,Greece,F,Females,14.1
2017,Greece,F,Females,12.2
2018,Greece,F,Females,12.8
2019,Greece,F,Females,17.9
2020,Greece,F,Females,18.1
2022,Greece,F,Females,12.9
2023,Greece,F,Females,24.2
2007,Spain,F,Females,69.6
2008,Spain,F,Females,72.7
2009,Spain,F,Females,72.5
2010,Spain,F,Females,64.1
2011,Spain,F,Females,70.7
2012,Spain,F,Females,42.6
2013,Spain,F,Females,43.9
2015,Spain,F,Females,54.3
2016,Spain,F,Females,68.7
2017,Spain,F,Females,62.2
2018,Spain,F,Females,75.6
2019,Spain,F,Females,84.0
2020,Spain,F,Females,69.8
2004,European Union - 15 countries (1995-2004),F,Females,325.0
2006,European Union - 15 countries (1995-2004),F,Females,376.8
2007,European Union - 15 countries (1995-2004),F,Females,433.8
2008,European Union - 15 countries (1995-2004),F,Females,380.3
2009,European Union - 15 countries (1995-2004),F,Females,364.4
2010,European Union - 15 countries (1995-2004),F,Females,340.7
2011,European Union - 15 countries (1995-2004),F,Females,368.1
2012,European Union - 15 countries (1995-2004),F,Females,312.9
2013,European Union - 15 countries (1995-2004),F,Females,309.8
2015,European Union - 15 countries (1995-2004),F,Females,348.7
2016,European Union - 15 countries (1995-2004),F,Females,338.4
2017,European Union - 15 countries (1995-2004),F,Females,344.5
2018,European Union - 15 countries (1995-2004),F,Females,343.3
2019,European Union - 15 countries (1995-2004),F,Females,413.9
2004,European Union - 27 countries (from 2020),F,Females,268.4
2006,European Union - 27 countries (from 2020),F,Females,345.2
2007,European Union - 27 countries (from 2020),F,Females,402.9
2008,European Union - 27 countries (from 2020),F,Females,386.6
2009,European Union - 27 countries (from 2020),F,Females,372.5
2010,European Union - 27 countries (from 2020),F,Females,355.7
2011,European Union - 27 countries (from 2020),F,Females,368.0
2012,European Union - 27 countries (from 2020),F,Females,341.9
2013,European Union - 27 countries (from 2020),F,Females,339.5
2015,European Union - 27 countries (from 2020),F,Females,358.2
2016,European Union - 27 countries (from 2020),F,Females,374.4
2017,European Union - 27 countries (from 2020),F,Females,364.9
2018,European Union - 27 countries (from 2020),F,Females,388.5
2019,European Union - 27 countries (from 2020),F,Females,452.9
2020,European Union - 27 countries (from 2020),F,Females,464.3
2022,European Union - 27 countries (from 2020),F,Females,463.2
2023,European Union - 27 countries (from 2020),F,Females,539.2
2004,European Union - 28 countries (2013-2020),F,Females,375.8
2006,European Union - 28 countries (2013-2020),F,Females,458.3
2007,European Union - 28 countries (2013-2020),F,Females,517.8
2008,European Union - 28 countries (2013-2020),F,Females,475.8
2009,European Union - 28 countries (2013-2020),F,Females,469.6
2010,European Union - 28 countries (2013-2020),F,Females,427.7
2011,European Union - 28 countries (2013-2020),F,Females,455.0
2012,European Union - 28 countries (2013-2020),F,Females,407.3
2013,European Union - 28 countries (2013-2020),F,Females,401.6
2015,European Union - 28 countries (2013-2020),F,Females,433.8
2016,European Union - 28 countries (2013-2020),F,Females,434.4
2017,European Union - 28 countries (2013-2020),F,Females,434.2
2018,European Union - 28 countries (2013-2020),F,Females,437.7
2019,European Union - 28 countries (2013-2020),F,Females,516.7
2004,Finland,F,Females,8.3
2006,Finland,F,Females,8.7
2009,Finland,F,Females,10.9
2010,Finland,F,Females,9.3
2011,Finland,F,Females,8.9
2012,Finland,F,Females,6.2
2013,Finland,F,Females,8.8
2015,Finland,F,Females,9.2
2016,Finland,F,Females,11.5
2017,Finland,F,Females,10.9
2018,Finland,F,Females,9.7
2019,Finland,F,Females,7.9
2020,Finland,F,Females,8.7
2022,Finland,F,Females,11.0
2023,Finland,F,Females,10.0
2010,France,F,Females,40.1
2019,France,F,Females,70.7
2020,France,F,Females,60.1
2004,Hungary,F,Females,8.5
2006,Hungary,F,Females,8.7
2007,Hungary,F,Females,9.4
2008,Hungary,F,Females,9.6
2009,Hungary,F,Females,8.0
2010,Hungary,F,Females,8.7
2011,Hungary,F,Females,8.1
2012,Hungary,F,Females,9.6
2013,Hungary,F,Females,10.7
2015,Hungary,F,Females,10.6
2016,Hungary,F,Females,12.1
2017,Hungary,F,Females,6.5
2018,Hungary,F,Females,8.9
2019,Hungary,F,Females,9.9
2020,Hungary,F,Females,12.9
2022,Hungary,F,Females,8.7
2023,Hungary,F,Females,9.7
2004,Ireland,F,Females,22.4
2006,Ireland,F,Females,4.4
2008,Ireland,F,Females,14.7
2009,Ireland,F,Females,12.3
2010,Ireland,F,Females,11.0
2011,Ireland,F,Females,10.4
2012,Ireland,F,Females,11.0
2013,Ireland,F,Females,9.9
2015,Ireland,F,Females,8.3
2016,Ireland,F,Females,5.8
2018,Ireland,F,Females,13.9
2019,Ireland,F,Females,12.6
2020,Ireland,F,Females,15.9
2022,Ireland,F,Females,17.6
2023,Ireland,F,Females,19.2
2010,Iceland,F,Females,0.6
2015,Iceland,F,Females,0.6
2016,Iceland,F,Females,0.6
