time_period,geo,age,obs_value
2018,Slovenia,From 35 to 74 years,25.0
2018,Spain,From 15 to 34 years,61.8
2018,Spain,From 15 to 74 years,100.0
2018,Spain,From 35 to 74 years,38.2
2018,Sweden,From 15 to 34 years,54.7
2018,Sweden,From 15 to 74 years,100.0
2018,Sweden,From 35 to 74 years,45.3
2018,Switzerland,From 15 to 34 years,51.4
2018,Switzerland,From 15 to 74 years,100.0
2018,Switzerland,From 35 to 74 years,48.6
2018,Türkiye,From 15 to 34 years,93.8
2018,Türkiye,From 15 to 74 years,100.0
2018,Türkiye,From 35 to 74 years,6.2
2018,United Kingdom,From 15 to 34 years,71.1
2018,United Kingdom,From 15 to 74 years,100.0
2018,United Kingdom,From 35 to 74 years,28.9
2017,Austria,From 15 to 34 years,63.1
2017,Austria,From 15 to 74 years,100.0
2017,Austria,From 35 to 74 years,36.9
2017,Belgium,From 15 to 34 years,68.3
2017,Belgium,From 15 to 74 years,100.0
2017,Belgium,From 35 to 74 years,31.7
2017,Bulgaria,From 15 to 34 years,69.3
2017,Bulgaria,From 15 to 74 years,100.0
2017,Bulgaria,From 35 to 74 years,30.7
2017,Croatia,From 15 to 34 years,86.3
2017,Croatia,From 15 to 74 years,100.0
2017,Croatia,From 35 to 74 years,13.7
2017,Cyprus,From 15 to 34 years,71.7
2017,Cyprus,From 15 to 74 years,100.0
2017,Cyprus,From 35 to 74 years,28.3
2017,Czechia,From 15 to 34 years,77.7
2017,Czechia,From 15 to 74 years,100.0
2017,Czechia,From 35 to 74 years,22.3
2017,Denmark,From 15 to 34 years,63.4
2017,Denmark,From 15 to 74 years,100.0
2017,Denmark,From 35 to 74 years,36.6
2017,Estonia,From 15 to 34 years,76.0
2017,Estonia,From 15 to 74 years,100.0
2017,Estonia,From 35 to 74 years,24.0
2017,European Union - 15 countries (1995-2004),From 15 to 34 years,65.4
2017,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2017,European Union - 15 countries (1995-2004),From 35 to 74 years,34.6
2017,European Union - 27 countries (from 2020),From 15 to 34 years,67.2
2017,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2017,European Union - 27 countries (from 2020),From 35 to 74 years,32.8
2017,European Union - 28 countries (2013-2020),From 15 to 34 years,67.8
2017,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2017,European Union - 28 countries (2013-2020),From 35 to 74 years,32.2
2017,Finland,From 15 to 34 years,37.8
2017,Finland,From 15 to 74 years,100.0
2017,Finland,From 35 to 74 years,62.2
2017,France,From 15 to 34 years,69.7
2017,France,From 15 to 74 years,100.0
2017,France,From 35 to 74 years,30.3
2017,Germany,From 15 to 34 years,61.5
2017,Germany,From 15 to 74 years,100.0
2017,Germany,From 35 to 74 years,38.5
2017,Greece,From 15 to 34 years,78.7
2017,Greece,From 15 to 74 years,100.0
2017,Greece,From 35 to 74 years,21.3
2017,Hungary,From 15 to 34 years,74.5
2017,Hungary,From 15 to 74 years,100.0
2017,Hungary,From 35 to 74 years,25.5
2017,Iceland,From 15 to 34 years,57.5
2017,Iceland,From 15 to 74 years,100.0
2017,Iceland,From 35 to 74 years,42.5
2017,Ireland,From 15 to 34 years,56.2
2017,Ireland,From 15 to 74 years,100.0
2017,Ireland,From 35 to 74 years,43.8
2017,Italy,From 15 to 34 years,71.6
2017,Italy,From 15 to 74 years,100.0
2017,Italy,From 35 to 74 years,28.4
2017,Latvia,From 15 to 34 years,73.4
2017,Latvia,From 15 to 74 years,100.0
2017,Latvia,From 35 to 74 years,26.6
2017,Lithuania,From 15 to 34 years,81.6
2017,Lithuania,From 15 to 74 years,100.0
2017,Lithuania,From 35 to 74 years,18.4
2017,Luxembourg,From 15 to 34 years,69.3
2017,Luxembourg,From 15 to 74 years,100.0
2017,Luxembourg,From 35 to 74 years,30.7
2017,Malta,From 15 to 34 years,86.8
2017,Malta,From 15 to 74 years,100.0
2017,Malta,From 35 to 74 years,13.2
2017,Montenegro,From 15 to 34 years,87.3
2017,Montenegro,From 15 to 74 years,100.0
2017,Montenegro,From 35 to 74 years,
2017,Netherlands,From 15 to 34 years,61.7
2017,Netherlands,From 15 to 74 years,100.0
2017,Netherlands,From 35 to 74 years,38.3
2017,North Macedonia,From 15 to 34 years,93.3
2017,North Macedonia,From 15 to 74 years,100.0
2017,North Macedonia,From 35 to 74 years,6.7
2017,Norway,From 15 to 34 years,52.5
2017,Norway,From 15 to 74 years,100.0
2017,Norway,From 35 to 74 years,47.5
2017,Poland,From 15 to 34 years,73.5
2017,Poland,From 15 to 74 years,100.0
2017,Poland,From 35 to 74 years,26.5
2017,Portugal,From 15 to 34 years,75.5
2017,Portugal,From 15 to 74 years,100.0
2017,Portugal,From 35 to 74 years,24.5
2017,Romania,From 15 to 34 years,79.2
2017,Romania,From 15 to 74 years,100.0
2017,Romania,From 35 to 74 years,20.8
2017,Serbia,From 15 to 34 years,72.3
2017,Serbia,From 15 to 74 years,100.0
2017,Serbia,From 35 to 74 years,27.7
2017,Slovakia,From 15 to 34 years,77.3
2017,Slovakia,From 15 to 74 years,100.0
2017,Slovakia,From 35 to 74 years,22.7
2017,Slovenia,From 15 to 34 years,74.7
2017,Slovenia,From 15 to 74 years,100.0
2017,Slovenia,From 35 to 74 years,25.3
2017,Spain,From 15 to 34 years,64.0
2017,Spain,From 15 to 74 years,100.0
2017,Spain,From 35 to 74 years,36.0
2017,Sweden,From 15 to 34 years,53.2
2017,Sweden,From 15 to 74 years,100.0
2017,Sweden,From 35 to 74 years,46.8
2017,Switzerland,From 15 to 34 years,49.8
2017,Switzerland,From 15 to 74 years,100.0
2017,Switzerland,From 35 to 74 years,50.2
2017,Türkiye,From 15 to 34 years,95.1
2017,Türkiye,From 15 to 74 years,100.0
2017,Türkiye,From 35 to 74 years,4.9
2017,United Kingdom,From 15 to 34 years,72.0
2017,United Kingdom,From 15 to 74 years,100.0
2017,United Kingdom,From 35 to 74 years,28.0
2016,Austria,From 15 to 34 years,60.2
2016,Austria,From 15 to 74 years,100.0
2016,Austria,From 35 to 74 years,39.8
2016,Belgium,From 15 to 34 years,71.9
2016,Belgium,From 15 to 74 years,100.0
2016,Belgium,From 35 to 74 years,28.1
2016,Bulgaria,From 15 to 34 years,79.2
2016,Bulgaria,From 15 to 74 years,100.0
2016,Bulgaria,From 35 to 74 years,20.8
2016,Croatia,From 15 to 34 years,79.9
2016,Croatia,From 15 to 74 years,100.0
2016,Croatia,From 35 to 74 years,20.1
2016,Cyprus,From 15 to 34 years,70.0
2016,Cyprus,From 15 to 74 years,100.0
2016,Cyprus,From 35 to 74 years,30.0
2016,Czechia,From 15 to 34 years,77.1
2016,Czechia,From 15 to 74 years,100.0
2016,Czechia,From 35 to 74 years,22.9
2016,Denmark,From 15 to 34 years,54.1
2016,Denmark,From 15 to 74 years,100.0
2016,Denmark,From 35 to 74 years,45.9
2016,Estonia,From 15 to 34 years,76.6
2016,Estonia,From 15 to 74 years,100.0
2016,Estonia,From 35 to 74 years,23.4
2016,European Union - 15 countries (1995-2004),From 15 to 34 years,64.0
2016,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2016,European Union - 15 countries (1995-2004),From 35 to 74 years,36.0
2016,European Union - 27 countries (from 2020),From 15 to 34 years,67.0
2016,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2016,European Union - 27 countries (from 2020),From 35 to 74 years,33.0
2016,European Union - 28 countries (2013-2020),From 15 to 34 years,67.1
2016,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2016,European Union - 28 countries (2013-2020),From 35 to 74 years,32.9
2016,Finland,From 15 to 34 years,44.5
2016,Finland,From 15 to 74 years,100.0
2016,Finland,From 35 to 74 years,55.5
2016,France,From 15 to 34 years,62.5
2016,France,From 15 to 74 years,100.0
2016,France,From 35 to 74 years,37.5
2016,Germany,From 15 to 34 years,62.8
2016,Germany,From 15 to 74 years,100.0
2016,Germany,From 35 to 74 years,37.2
2016,Greece,From 15 to 34 years,77.5
2016,Greece,From 15 to 74 years,100.0
2016,Greece,From 35 to 74 years,22.5
2016,Hungary,From 15 to 34 years,73.0
2016,Hungary,From 15 to 74 years,100.0
2016,Hungary,From 35 to 74 years,27.0
2016,Iceland,From 15 to 34 years,65.5
2016,Iceland,From 15 to 74 years,100.0
2016,Iceland,From 35 to 74 years,34.5
2016,Ireland,From 15 to 34 years,59.3
2016,Ireland,From 15 to 74 years,100.0
2016,Ireland,From 35 to 74 years,40.7
2016,Italy,From 15 to 34 years,75.7
2016,Italy,From 15 to 74 years,100.0
2016,Italy,From 35 to 74 years,24.3
2016,Latvia,From 15 to 34 years,78.6
2016,Latvia,From 15 to 74 years,100.0
2016,Latvia,From 35 to 74 years,21.4
2016,Lithuania,From 15 to 34 years,79.9
2016,Lithuania,From 15 to 74 years,100.0
2016,Lithuania,From 35 to 74 years,20.1
2016,Luxembourg,From 15 to 34 years,72.6
2016,Luxembourg,From 15 to 74 years,100.0
2016,Luxembourg,From 35 to 74 years,27.4
2016,Malta,From 15 to 34 years,89.8
2016,Malta,From 15 to 74 years,100.0
2016,Malta,From 35 to 74 years,10.2
2016,Montenegro,From 15 to 34 years,85.8
2016,Montenegro,From 15 to 74 years,100.0
2016,Montenegro,From 35 to 74 years,
2016,Netherlands,From 15 to 34 years,60.7
2016,Netherlands,From 15 to 74 years,100.0
2016,Netherlands,From 35 to 74 years,39.3
2016,North Macedonia,From 15 to 34 years,91.4
2016,North Macedonia,From 15 to 74 years,100.0
2016,North Macedonia,From 35 to 74 years,8.6
2016,Norway,From 15 to 34 years,53.9
2016,Norway,From 15 to 74 years,100.0
2016,Norway,From 35 to 74 years,46.1
2016,Poland,From 15 to 34 years,77.0
2016,Poland,From 15 to 74 years,100.0
2016,Poland,From 35 to 74 years,23.0
2016,Portugal,From 15 to 34 years,69.7
2016,Portugal,From 15 to 74 years,100.0
2016,Portugal,From 35 to 74 years,30.3
2016,Romania,From 15 to 34 years,76.2
2016,Romania,From 15 to 74 years,100.0
2016,Romania,From 35 to 74 years,23.8
2016,Serbia,From 15 to 34 years,76.9
2016,Serbia,From 15 to 74 years,100.0
2016,Serbia,From 35 to 74 years,23.1
2016,Slovakia,From 15 to 34 years,81.9
2016,Slovakia,From 15 to 74 years,100.0
2016,Slovakia,From 35 to 74 years,18.1
2016,Slovenia,From 15 to 34 years,68.6
2016,Slovenia,From 15 to 74 years,100.0
2016,Slovenia,From 35 to 74 years,31.4
2016,Spain,From 15 to 34 years,61.7
2016,Spain,From 15 to 74 years,100.0
2016,Spain,From 35 to 74 years,38.3
2016,Sweden,From 15 to 34 years,50.8
2016,Sweden,From 15 to 74 years,100.0
2016,Sweden,From 35 to 74 years,49.2
2016,Switzerland,From 15 to 34 years,52.4
2016,Switzerland,From 15 to 74 years,100.0
2016,Switzerland,From 35 to 74 years,47.6
2016,Türkiye,From 15 to 34 years,96.1
2016,Türkiye,From 15 to 74 years,100.0
2016,Türkiye,From 35 to 74 years,3.9
2016,United Kingdom,From 15 to 34 years,68.0
2016,United Kingdom,From 15 to 74 years,100.0
2016,United Kingdom,From 35 to 74 years,32.0
2015,Austria,From 15 to 34 years,59.8
2015,Austria,From 15 to 74 years,100.0
2015,Austria,From 35 to 74 years,40.2
2015,Belgium,From 15 to 34 years,70.6
2015,Belgium,From 15 to 74 years,100.0
2015,Belgium,From 35 to 74 years,29.4
2015,Bulgaria,From 15 to 34 years,86.8
2015,Bulgaria,From 15 to 74 years,100.0
2015,Bulgaria,From 35 to 74 years,
2015,Croatia,From 15 to 34 years,83.7
2015,Croatia,From 15 to 74 years,100.0
2015,Croatia,From 35 to 74 years,16.3
2015,Cyprus,From 15 to 34 years,77.2
2015,Cyprus,From 15 to 74 years,100.0
2015,Cyprus,From 35 to 74 years,22.8
2015,Czechia,From 15 to 34 years,81.1
2015,Czechia,From 15 to 74 years,100.0
2015,Czechia,From 35 to 74 years,18.9
2015,Denmark,From 15 to 34 years,50.8
2015,Denmark,From 15 to 74 years,100.0
2015,Denmark,From 35 to 74 years,49.2
2015,Estonia,From 15 to 34 years,82.6
2015,Estonia,From 15 to 74 years,100.0
2015,Estonia,From 35 to 74 years,17.4
2015,European Union - 15 countries (1995-2004),From 15 to 34 years,66.9
2015,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2015,European Union - 15 countries (1995-2004),From 35 to 74 years,33.1
2015,European Union - 27 countries (from 2020),From 15 to 34 years,68.7
2015,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2015,European Union - 27 countries (from 2020),From 35 to 74 years,31.3
2015,European Union - 28 countries (2013-2020),From 15 to 34 years,69.0
2015,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2015,European Union - 28 countries (2013-2020),From 35 to 74 years,31.0
2015,Finland,From 15 to 34 years,47.6
2015,Finland,From 15 to 74 years,100.0
2015,Finland,From 35 to 74 years,52.4
2015,France,From 15 to 34 years,71.3
2015,France,From 15 to 74 years,100.0
2015,France,From 35 to 74 years,28.7
2015,Germany,From 15 to 34 years,63.2
2015,Germany,From 15 to 74 years,100.0
2015,Germany,From 35 to 74 years,36.8
2015,Greece,From 15 to 34 years,80.5
2015,Greece,From 15 to 74 years,100.0
2015,Greece,From 35 to 74 years,19.5
2015,Hungary,From 15 to 34 years,68.9
2015,Hungary,From 15 to 74 years,100.0
2015,Hungary,From 35 to 74 years,31.1
2015,Iceland,From 15 to 34 years,42.5
2015,Iceland,From 15 to 74 years,100.0
2015,Iceland,From 35 to 74 years,57.5
2015,Ireland,From 15 to 34 years,53.8
2015,Ireland,From 15 to 74 years,100.0
2015,Ireland,From 35 to 74 years,46.2
2015,Italy,From 15 to 34 years,74.6
2015,Italy,From 15 to 74 years,100.0
2015,Italy,From 35 to 74 years,25.4
2015,Latvia,From 15 to 34 years,63.6
2015,Latvia,From 15 to 74 years,100.0
2015,Latvia,From 35 to 74 years,36.4
2015,Lithuania,From 15 to 34 years,86.2
2015,Lithuania,From 15 to 74 years,100.0
2015,Lithuania,From 35 to 74 years,13.8
2015,Luxembourg,From 15 to 34 years,65.6
2015,Luxembourg,From 15 to 74 years,100.0
2015,Luxembourg,From 35 to 74 years,34.4
2015,Malta,From 15 to 34 years,83.9
2015,Malta,From 15 to 74 years,100.0
2015,Malta,From 35 to 74 years,16.1
2015,Montenegro,From 15 to 34 years,89.9
2015,Montenegro,From 15 to 74 years,100.0
2015,Montenegro,From 35 to 74 years,
2015,Netherlands,From 15 to 34 years,61.3
2015,Netherlands,From 15 to 74 years,100.0
2015,Netherlands,From 35 to 74 years,38.7
2015,North Macedonia,From 15 to 34 years,81.2
2015,North Macedonia,From 15 to 74 years,100.0
2015,North Macedonia,From 35 to 74 years,18.8
2015,Norway,From 15 to 34 years,47.7
2015,Norway,From 15 to 74 years,100.0
2015,Norway,From 35 to 74 years,52.3
2015,Poland,From 15 to 34 years,73.2
2015,Poland,From 15 to 74 years,100.0
2015,Poland,From 35 to 74 years,26.8
2015,Portugal,From 15 to 34 years,78.6
2015,Portugal,From 15 to 74 years,100.0
2015,Portugal,From 35 to 74 years,21.4
2015,Romania,From 15 to 34 years,81.3
2015,Romania,From 15 to 74 years,100.0
2015,Romania,From 35 to 74 years,18.7
2015,Serbia,From 15 to 34 years,74.5
2015,Serbia,From 15 to 74 years,100.0
2015,Serbia,From 35 to 74 years,25.5
2015,Slovakia,From 15 to 34 years,77.1
2015,Slovakia,From 15 to 74 years,100.0
2015,Slovakia,From 35 to 74 years,22.9
2015,Slovenia,From 15 to 34 years,61.4
2015,Slovenia,From 15 to 74 years,100.0
2015,Slovenia,From 35 to 74 years,38.6
2015,Spain,From 15 to 34 years,65.1
2015,Spain,From 15 to 74 years,100.0
2015,Spain,From 35 to 74 years,34.9
2015,Sweden,From 15 to 34 years,50.6
2015,Sweden,From 15 to 74 years,100.0
2015,Sweden,From 35 to 74 years,49.4
2015,Switzerland,From 15 to 34 years,51.0
2015,Switzerland,From 15 to 74 years,100.0
2015,Switzerland,From 35 to 74 years,49.0
2015,Türkiye,From 15 to 34 years,95.9
2015,Türkiye,From 15 to 74 years,100.0
2015,Türkiye,From 35 to 74 years,4.1
2015,United Kingdom,From 15 to 34 years,71.5
2015,United Kingdom,From 15 to 74 years,100.0
2015,United Kingdom,From 35 to 74 years,28.5
2014,Austria,From 15 to 34 years,64.9
2014,Austria,From 15 to 74 years,100.0
2014,Austria,From 35 to 74 years,35.1
2014,Belgium,From 15 to 34 years,72.9
2014,Belgium,From 15 to 74 years,100.0
2014,Belgium,From 35 to 74 years,27.1
2014,Bulgaria,From 15 to 34 years,79.7
2014,Bulgaria,From 15 to 74 years,100.0
2014,Bulgaria,From 35 to 74 years,
2014,Croatia,From 15 to 34 years,84.9
2014,Croatia,From 15 to 74 years,100.0
2014,Croatia,From 35 to 74 years,15.1
2014,Cyprus,From 15 to 34 years,77.9
2014,Cyprus,From 15 to 74 years,100.0
2014,Cyprus,From 35 to 74 years,22.1
2014,Czechia,From 15 to 34 years,76.8
2014,Czechia,From 15 to 74 years,100.0
2014,Czechia,From 35 to 74 years,23.2
2014,Denmark,From 15 to 34 years,54.2
2014,Denmark,From 15 to 74 years,100.0
2014,Denmark,From 35 to 74 years,45.8
2014,Estonia,From 15 to 34 years,80.3
2014,Estonia,From 15 to 74 years,100.0
2014,Estonia,From 35 to 74 years,19.7
2014,European Union - 15 countries (1995-2004),From 15 to 34 years,67.9
2014,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2014,European Union - 15 countries (1995-2004),From 35 to 74 years,32.1
2014,European Union - 27 countries (from 2020),From 15 to 34 years,69.9
2014,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2014,European Union - 27 countries (from 2020),From 35 to 74 years,30.1
2014,European Union - 28 countries (2013-2020),From 15 to 34 years,70.0
2014,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2014,European Union - 28 countries (2013-2020),From 35 to 74 years,30.0
2014,Finland,From 15 to 34 years,47.8
2014,Finland,From 15 to 74 years,100.0
2014,Finland,From 35 to 74 years,52.2
2014,France,From 15 to 34 years,65.2
2014,France,From 15 to 74 years,100.0
2014,France,From 35 to 74 years,34.8
2014,Germany,From 15 to 34 years,66.5
2014,Germany,From 15 to 74 years,100.0
2014,Germany,From 35 to 74 years,33.5
2014,Greece,From 15 to 34 years,82.3
2014,Greece,From 15 to 74 years,100.0
2014,Greece,From 35 to 74 years,17.7
2014,Hungary,From 15 to 34 years,68.3
2014,Hungary,From 15 to 74 years,100.0
2014,Hungary,From 35 to 74 years,31.7
2014,Iceland,From 15 to 34 years,40.2
2014,Iceland,From 15 to 74 years,100.0
2014,Iceland,From 35 to 74 years,59.8
2014,Ireland,From 15 to 34 years,53.9
2014,Ireland,From 15 to 74 years,100.0
2014,Ireland,From 35 to 74 years,46.1
2014,Italy,From 15 to 34 years,74.7
2014,Italy,From 15 to 74 years,100.0
2014,Italy,From 35 to 74 years,25.3
2014,Latvia,From 15 to 34 years,71.7
2014,Latvia,From 15 to 74 years,100.0
2014,Latvia,From 35 to 74 years,28.3
2014,Lithuania,From 15 to 34 years,90.5
2014,Lithuania,From 15 to 74 years,100.0
2014,Lithuania,From 35 to 74 years,
2014,Luxembourg,From 15 to 34 years,52.0
2014,Luxembourg,From 15 to 74 years,100.0
2014,Luxembourg,From 35 to 74 years,48.0
2014,Malta,From 15 to 34 years,83.1
2014,Malta,From 15 to 74 years,100.0
2014,Malta,From 35 to 74 years,16.9
2014,Montenegro,From 15 to 34 years,83.2
2014,Montenegro,From 15 to 74 years,100.0
2014,Montenegro,From 35 to 74 years,
2014,Netherlands,From 15 to 34 years,67.8
2014,Netherlands,From 15 to 74 years,100.0
2014,Netherlands,From 35 to 74 years,32.2
2014,North Macedonia,From 15 to 34 years,94.9
2014,North Macedonia,From 15 to 74 years,100.0
2014,North Macedonia,From 35 to 74 years,
2014,Norway,From 15 to 34 years,75.6
2014,Norway,From 15 to 74 years,100.0
2014,Norway,From 35 to 74 years,24.4
2014,Poland,From 15 to 34 years,74.5
2014,Poland,From 15 to 74 years,100.0
2014,Poland,From 35 to 74 years,25.5
2014,Portugal,From 15 to 34 years,77.7
2014,Portugal,From 15 to 74 years,100.0
2014,Portugal,From 35 to 74 years,22.3
2014,Romania,From 15 to 34 years,87.2
2014,Romania,From 15 to 74 years,100.0
2014,Romania,From 35 to 74 years,12.8
2014,Serbia,From 15 to 34 years,80.3
2014,Serbia,From 15 to 74 years,100.0
2014,Serbia,From 35 to 74 years,19.7
2014,Slovakia,From 15 to 34 years,84.7
2014,Slovakia,From 15 to 74 years,100.0
2014,Slovakia,From 35 to 74 years,15.3
2014,Slovenia,From 15 to 34 years,58.1
2014,Slovenia,From 15 to 74 years,100.0
2014,Slovenia,From 35 to 74 years,41.9
2014,Spain,From 15 to 34 years,70.4
2014,Spain,From 15 to 74 years,100.0
2014,Spain,From 35 to 74 years,29.6
2014,Sweden,From 15 to 34 years,47.8
2014,Sweden,From 15 to 74 years,100.0
2014,Sweden,From 35 to 74 years,52.2
2014,Switzerland,From 15 to 34 years,56.4
2014,Switzerland,From 15 to 74 years,100.0
2014,Switzerland,From 35 to 74 years,43.6
2014,Türkiye,From 15 to 34 years,94.8
2014,Türkiye,From 15 to 74 years,100.0
2014,Türkiye,From 35 to 74 years,5.2
2014,United Kingdom,From 15 to 34 years,70.0
2014,United Kingdom,From 15 to 74 years,100.0
2014,United Kingdom,From 35 to 74 years,30.0
2013,Austria,From 15 to 34 years,65.0
2013,Austria,From 15 to 74 years,100.0
2013,Austria,From 35 to 74 years,35.0
2013,Belgium,From 15 to 34 years,77.1
2013,Belgium,From 15 to 74 years,100.0
2013,Belgium,From 35 to 74 years,22.9
2013,Bulgaria,From 15 to 34 years,76.5
2013,Bulgaria,From 15 to 74 years,100.0
2013,Bulgaria,From 35 to 74 years,
2013,Croatia,From 15 to 34 years,85.5
2013,Croatia,From 15 to 74 years,100.0
2013,Croatia,From 35 to 74 years,14.5
2013,Cyprus,From 15 to 34 years,74.7
2013,Cyprus,From 15 to 74 years,100.0
2013,Cyprus,From 35 to 74 years,25.3
2013,Czechia,From 15 to 34 years,82.7
2013,Czechia,From 15 to 74 years,100.0
2013,Czechia,From 35 to 74 years,17.3
2013,Denmark,From 15 to 34 years,55.1
2013,Denmark,From 15 to 74 years,100.0
2013,Denmark,From 35 to 74 years,44.9
2013,Estonia,From 15 to 34 years,83.3
2013,Estonia,From 15 to 74 years,100.0
2013,Estonia,From 35 to 74 years,16.7
2013,European Union - 15 countries (1995-2004),From 15 to 34 years,68.8
2013,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2013,European Union - 15 countries (1995-2004),From 35 to 74 years,31.2
2013,European Union - 27 countries (from 2020),From 15 to 34 years,71.7
2013,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2013,European Union - 27 countries (from 2020),From 35 to 74 years,28.3
2013,European Union - 28 countries (2013-2020),From 15 to 34 years,71.6
2013,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2013,European Union - 28 countries (2013-2020),From 35 to 74 years,28.4
2013,Finland,From 15 to 34 years,51.5
2013,Finland,From 15 to 74 years,100.0
2013,Finland,From 35 to 74 years,48.5
2013,France,From 15 to 34 years,71.3
2013,France,From 15 to 74 years,100.0
2013,France,From 35 to 74 years,28.7
2013,Germany,From 15 to 34 years,67.9
2013,Germany,From 15 to 74 years,100.0
2013,Germany,From 35 to 74 years,32.1
2013,Greece,From 15 to 34 years,80.7
2013,Greece,From 15 to 74 years,100.0
2013,Greece,From 35 to 74 years,19.3
2013,Hungary,From 15 to 34 years,76.1
2013,Hungary,From 15 to 74 years,100.0
2013,Hungary,From 35 to 74 years,23.9
2013,Iceland,From 15 to 34 years,34.4
2013,Iceland,From 15 to 74 years,100.0
2013,Iceland,From 35 to 74 years,65.6
2013,Ireland,From 15 to 34 years,55.6
2013,Ireland,From 15 to 74 years,100.0
2013,Ireland,From 35 to 74 years,44.4
2013,Italy,From 15 to 34 years,70.1
2013,Italy,From 15 to 74 years,100.0
2013,Italy,From 35 to 74 years,29.9
2013,Latvia,From 15 to 34 years,78.9
2013,Latvia,From 15 to 74 years,100.0
2013,Latvia,From 35 to 74 years,
2013,Lithuania,From 15 to 34 years,86.3
2013,Lithuania,From 15 to 74 years,100.0
2013,Lithuania,From 35 to 74 years,13.7
2013,Luxembourg,From 15 to 34 years,60.8
2013,Luxembourg,From 15 to 74 years,100.0
2013,Luxembourg,From 35 to 74 years,39.2
2013,Malta,From 15 to 34 years,84.2
2013,Malta,From 15 to 74 years,100.0
2013,Malta,From 35 to 74 years,15.8
2013,Montenegro,From 15 to 34 years,83.2
2013,Montenegro,From 15 to 74 years,100.0
2013,Montenegro,From 35 to 74 years,
2013,Netherlands,From 15 to 34 years,65.7
2013,Netherlands,From 15 to 74 years,100.0
2013,Netherlands,From 35 to 74 years,34.3
2013,North Macedonia,From 15 to 34 years,81.9
2013,North Macedonia,From 15 to 74 years,100.0
2013,North Macedonia,From 35 to 74 years,18.1
2013,Norway,From 15 to 34 years,
2013,Norway,From 15 to 74 years,
2013,Norway,From 35 to 74 years,
2013,Poland,From 15 to 34 years,78.3
2013,Poland,From 15 to 74 years,100.0
2013,Poland,From 35 to 74 years,21.7
2013,Portugal,From 15 to 34 years,77.1
2013,Portugal,From 15 to 74 years,100.0
2013,Portugal,From 35 to 74 years,22.9
2013,Romania,From 15 to 34 years,89.8
2013,Romania,From 15 to 74 years,100.0
2013,Romania,From 35 to 74 years,10.2
2013,Serbia,From 15 to 34 years,83.2
2013,Serbia,From 15 to 74 years,100.0
2013,Serbia,From 35 to 74 years,
2013,Slovakia,From 15 to 34 years,86.6
2013,Slovakia,From 15 to 74 years,100.0
2013,Slovakia,From 35 to 74 years,13.4
2013,Slovenia,From 15 to 34 years,59.5
2013,Slovenia,From 15 to 74 years,100.0
2013,Slovenia,From 35 to 74 years,40.5
2013,Spain,From 15 to 34 years,69.6
2013,Spain,From 15 to 74 years,100.0
2013,Spain,From 35 to 74 years,30.4
2013,Sweden,From 15 to 34 years,52.1
2013,Sweden,From 15 to 74 years,100.0
2013,Sweden,From 35 to 74 years,47.9
2013,Switzerland,From 15 to 34 years,54.5
2013,Switzerland,From 15 to 74 years,100.0
2013,Switzerland,From 35 to 74 years,45.5
2013,Türkiye,From 15 to 34 years,92.5
2013,Türkiye,From 15 to 74 years,100.0
2013,Türkiye,From 35 to 74 years,7.5
2013,United Kingdom,From 15 to 34 years,70.4
2013,United Kingdom,From 15 to 74 years,100.0
2013,United Kingdom,From 35 to 74 years,29.6
2012,Austria,From 15 to 34 years,73.8
2012,Austria,From 15 to 74 years,100.0
2012,Austria,From 35 to 74 years,26.2
2012,Belgium,From 15 to 34 years,78.1
2012,Belgium,From 15 to 74 years,100.0
2012,Belgium,From 35 to 74 years,21.9
2012,Bulgaria,From 15 to 34 years,78.7
2012,Bulgaria,From 15 to 74 years,100.0
2012,Bulgaria,From 35 to 74 years,
2012,Croatia,From 15 to 34 years,87.8
2012,Croatia,From 15 to 74 years,100.0
2012,Croatia,From 35 to 74 years,12.2
2012,Cyprus,From 15 to 34 years,80.1
2012,Cyprus,From 15 to 74 years,100.0
2012,Cyprus,From 35 to 74 years,19.9
2012,Czechia,From 15 to 34 years,89.2
2012,Czechia,From 15 to 74 years,100.0
2012,Czechia,From 35 to 74 years,10.8
2012,Denmark,From 15 to 34 years,54.1
2012,Denmark,From 15 to 74 years,100.0
2012,Denmark,From 35 to 74 years,45.9
2012,Estonia,From 15 to 34 years,77.5
2012,Estonia,From 15 to 74 years,100.0
2012,Estonia,From 35 to 74 years,22.5
2012,European Union - 15 countries (1995-2004),From 15 to 34 years,69.8
2012,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
