DATAFLOW,LAST UPDATE,freq,ind_type,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovenia,2022,50.16,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovenia,2023,53.18,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovenia,2024,54.08,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovakia,2020,47.87,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovakia,2021,69.07,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovakia,2022,65.18,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovakia,2023,65.84,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Slovakia,2024,66.38,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Türkiye,2020,23.93,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Türkiye,2021,32.37,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Türkiye,2022,33.59,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Türkiye,2023,38.01,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Türkiye,2024,38.84,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,United Kingdom,2020,83.05,,
ESTAT:ISOC_EC_IB20(1.0),17/12/24 11:00:00,Annual,All individuals,Last online purchase: in the last 3 months,Percentage of individuals,Kosovo*,2020,35.39,,
