freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2016,69.57
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2017,70.18
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2018,73.84
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2019,82.51
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2020,83.72
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2021,94.65
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2022,89.8
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2023,90.93
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2024,98.26
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2013,90.67
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2014,93.52
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2017,95.78
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2018,96.09
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2019,96.97
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2020,97.64
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2021,97.71
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2013,54.44
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2014,58.11
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2015,62.14
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2016,65.87
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2017,68.0
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2018,71.49
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2019,72.79
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2020,75.58
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2021,78.93
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2022,81.93
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2023,84.46
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2024,87.37
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2013,53.06
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2014,56.55
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2015,55.91
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2016,60.4
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2017,63.8
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2018,68.19
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2019,72.6
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2020,74.34
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2021,77.88
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2022,82.3
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2023,83.23
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2024,85.11
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2013,81.6
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2014,87.09
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2015,91.88
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2016,92.72
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2017,90.93
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2018,86.34
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2019,87.06
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2020,91.73
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2021,93.63
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2022,91.72
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2023,93.13
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2024,94.19
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2013,60.18
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2014,61.44
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2015,66.17
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2016,68.17
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2017,69.82
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2018,73.35
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2019,75.49
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2020,79.5
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2021,83.55
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2022,85.99
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2023,87.44
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2024,89.38
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2017,61.56
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2018,62.67
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2019,64.59
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2020,69.09
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2021,74.2
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2022,85.02
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2023,86.4
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2024,87.16
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2013,52.33
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2014,53.12
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2015,59.62
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2016,61.13
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2017,62.0
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2018,68.67
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2019,72.77
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2020,70.77
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2021,80.48
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2024,88.02
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2013,59.25
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2014,63.29
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2015,69.93
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2016,71.12
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2017,75.95
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2018,77.08
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2019,82.2
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2020,83.22
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2021,84.35
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2022,89.51
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2023,89.59
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2024,91.65
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2013,82.98
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2014,83.99
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2015,85.14
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2016,86.49
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2017,89.72
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2018,90.23
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2019,91.86
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2020,90.71
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2021,91.49
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2022,92.63
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2023,97.67
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2024,98.3
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2013,85.09
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2014,89.23
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2015,88.66
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2016,92.27
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2017,91.6
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2018,93.43
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2019,94.81
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2020,94.14
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2021,95.36
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2022,96.3
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2023,95.48
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2024,95.41
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2013,47.23
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2014,50.73
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2015,52.31
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2016,57.16
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2017,61.13
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2018,63.91
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2019,68.18
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2020,72.34
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2021,73.67
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2022,80.32
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2023,79.51
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2024,83.91
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2013,47.59
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2014,50.99
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2015,55.47
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2016,59.53
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2017,62.62
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2018,63.91
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2019,65.42
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2020,70.44
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2021,74.56
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2022,79.61
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2023,81.11
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2024,84.22
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2013,32.2
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2014,32.46
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2015,36.63
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2016,42.41
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2017,46.73
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2018,53.38
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2019,56.7
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2020,62.09
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2021,68.81
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2022,77.17
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2023,82.07
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2024,85.31
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2015,54.56
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2017,62.02
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2018,67.67
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2019,72.19
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2020,72.71
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2021,74.95
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2022,81.51
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2023,82.78
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2024,84.47
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2013,81.03
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2014,82.58
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2015,81.98
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2016,85.06
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2017,90.07
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2018,87.84
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2019,91.42
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2020,92.23
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2021,92.03
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2022,94.56
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2023,95.21
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2024,95.92
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2013,57.98
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2014,57.83
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2015,60.79
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2016,64.42
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2017,68.25
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2018,71.08
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2019,74.17
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2020,76.32
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2021,84.75
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2022,85.64
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2023,86.7
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2024,87.34
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2013,61.17
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2014,62.44
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2015,60.42
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2016,67.52
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2017,69.37
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2018,67.85
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2019,75.76
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2020,79.88
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2021,80.01
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2022,82.82
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2023,82.15
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2024,84.98
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2013,29.74
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2014,34.54
