Last internet use,Age and education,Country,Year,Value
Internet use: never,Individuals aged 55 to 74 with low formal education,Spain,2005,95.88
Internet use: never,Individuals aged 55 to 74 with medium formal education,Spain,2005,67.88
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Sweden,2005,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Sweden,2005,1.41
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Sweden,2005,1.14
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Sweden,2005,0.63
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Sweden,2005,4.03
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Sweden,2005,2.96
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Sweden,2005,3.96
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Sweden,2005,3.95
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Sweden,2005,10.54
in last 3 months,Individuals aged 16-24 with high formal education,Sweden,2005,100.0
in last 3 months,Individuals aged 16-24 with low education,Sweden,2005,97.17
in last 3 months,Individuals aged 16-24 with medium formal education,Sweden,2005,96.13
in last 3 months,Individuals aged 25 to 54 with high formal education,Sweden,2005,98.3
in last 3 months,Individuals aged 25 to 54 with low formal education,Sweden,2005,79.61
in last 3 months,Individuals aged 25 to 54 with medium formal education,Sweden,2005,87.63
in last 3 months,Individuals aged 55 to 74 with high formal education,Sweden,2005,86.15
in last 3 months,Individuals aged 55 to 74 with low formal education,Sweden,2005,34.83
in last 3 months,Individuals aged 55 to 74 with medium formal education,Sweden,2005,55.1
more than a year ago,Individuals aged 16-24 with high formal education,Sweden,2005,0.0
more than a year ago,Individuals aged 16-24 with low education,Sweden,2005,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Sweden,2005,1.35
more than a year ago,Individuals aged 25 to 54 with high formal education,Sweden,2005,0.4
more than a year ago,Individuals aged 25 to 54 with low formal education,Sweden,2005,3.62
more than a year ago,Individuals aged 25 to 54 with medium formal education,Sweden,2005,3.38
more than a year ago,Individuals aged 55 to 74 with high formal education,Sweden,2005,4.09
more than a year ago,Individuals aged 55 to 74 with low formal education,Sweden,2005,10.98
more than a year ago,Individuals aged 55 to 74 with medium formal education,Sweden,2005,6.72
Internet use: never,Individuals aged 16-24 with high formal education,Sweden,2005,0.0
Internet use: never,Individuals aged 16-24 with low education,Sweden,2005,0.71
Internet use: never,Individuals aged 16-24 with medium formal education,Sweden,2005,1.38
Internet use: never,Individuals aged 25 to 54 with high formal education,Sweden,2005,0.67
Internet use: never,Individuals aged 25 to 54 with low formal education,Sweden,2005,12.73
Internet use: never,Individuals aged 25 to 54 with medium formal education,Sweden,2005,5.92
Internet use: never,Individuals aged 55 to 74 with high formal education,Sweden,2005,5.8
Internet use: never,Individuals aged 55 to 74 with low formal education,Sweden,2005,50.24
Internet use: never,Individuals aged 55 to 74 with medium formal education,Sweden,2005,27.64
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,United Kingdom,2005,5.11
in last 3 months,Individuals aged 16-24 with high formal education,United Kingdom,2005,97.52
in last 3 months,Individuals aged 16-24 with low education,United Kingdom,2005,77.51
in last 3 months,Individuals aged 16-24 with medium formal education,United Kingdom,2005,89.8
in last 3 months,Individuals aged 25 to 54 with high formal education,United Kingdom,2005,93.01
in last 3 months,Individuals aged 25 to 54 with low formal education,United Kingdom,2005,33.65
in last 3 months,Individuals aged 25 to 54 with medium formal education,United Kingdom,2005,73.35
in last 3 months,Individuals aged 55 to 74 with high formal education,United Kingdom,2005,70.54
in last 3 months,Individuals aged 55 to 74 with low formal education,United Kingdom,2005,21.94
in last 3 months,Individuals aged 55 to 74 with medium formal education,United Kingdom,2005,47.22
Internet use: never,Individuals aged 25 to 54 with low formal education,United Kingdom,2005,55.72
Internet use: never,Individuals aged 25 to 54 with medium formal education,United Kingdom,2005,18.44
Internet use: never,Individuals aged 55 to 74 with high formal education,United Kingdom,2005,25.39
Internet use: never,Individuals aged 55 to 74 with low formal education,United Kingdom,2005,76.23
Internet use: never,Individuals aged 55 to 74 with medium formal education,United Kingdom,2005,47.52
between 3 and 12 months ago,Individuals aged 16-24 with low education,Austria,2006,2.89
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Austria,2006,4.11
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Austria,2006,1.79
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Austria,2006,2.55
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Austria,2006,2.98
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Austria,2006,2.09
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Austria,2006,0.6
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Austria,2006,1.84
in last 3 months,Individuals aged 16-24 with low education,Austria,2006,84.79
in last 3 months,Individuals aged 16-24 with medium formal education,Austria,2006,88.25
in last 3 months,Individuals aged 25 to 54 with high formal education,Austria,2006,92.56
in last 3 months,Individuals aged 25 to 54 with low formal education,Austria,2006,35.05
in last 3 months,Individuals aged 25 to 54 with medium formal education,Austria,2006,70.84
in last 3 months,Individuals aged 55 to 74 with high formal education,Austria,2006,58.2
in last 3 months,Individuals aged 55 to 74 with low formal education,Austria,2006,7.99
in last 3 months,Individuals aged 55 to 74 with medium formal education,Austria,2006,31.25
more than a year ago,Individuals aged 16-24 with low education,Austria,2006,2.04
more than a year ago,Individuals aged 16-24 with medium formal education,Austria,2006,1.78
more than a year ago,Individuals aged 25 to 54 with high formal education,Austria,2006,0.81
more than a year ago,Individuals aged 25 to 54 with low formal education,Austria,2006,4.22
more than a year ago,Individuals aged 25 to 54 with medium formal education,Austria,2006,2.95
more than a year ago,Individuals aged 55 to 74 with high formal education,Austria,2006,5.79
more than a year ago,Individuals aged 55 to 74 with low formal education,Austria,2006,0.96
more than a year ago,Individuals aged 55 to 74 with medium formal education,Austria,2006,2.97
Internet use: never,Individuals aged 16-24 with low education,Austria,2006,10.28
Internet use: never,Individuals aged 16-24 with medium formal education,Austria,2006,5.86
Internet use: never,Individuals aged 25 to 54 with high formal education,Austria,2006,4.84
Internet use: never,Individuals aged 25 to 54 with low formal education,Austria,2006,58.18
Internet use: never,Individuals aged 25 to 54 with medium formal education,Austria,2006,23.23
Internet use: never,Individuals aged 55 to 74 with high formal education,Austria,2006,33.91
Internet use: never,Individuals aged 55 to 74 with low formal education,Austria,2006,90.45
Internet use: never,Individuals aged 55 to 74 with medium formal education,Austria,2006,63.94
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Belgium,2006,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Belgium,2006,3.88
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Belgium,2006,3.21
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Belgium,2006,1.55
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Belgium,2006,2.53
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Belgium,2006,2.94
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Belgium,2006,2.99
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Belgium,2006,0.72
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Belgium,2006,1.78
in last 3 months,Individuals aged 16-24 with high formal education,Belgium,2006,100.0
in last 3 months,Individuals aged 16-24 with low education,Belgium,2006,83.27
in last 3 months,Individuals aged 16-24 with medium formal education,Belgium,2006,86.15
in last 3 months,Individuals aged 25 to 54 with high formal education,Belgium,2006,91.0
in last 3 months,Individuals aged 25 to 54 with low formal education,Belgium,2006,47.58
in last 3 months,Individuals aged 25 to 54 with medium formal education,Belgium,2006,71.81
in last 3 months,Individuals aged 55 to 74 with high formal education,Belgium,2006,62.79
in last 3 months,Individuals aged 55 to 74 with low formal education,Belgium,2006,15.15
in last 3 months,Individuals aged 55 to 74 with medium formal education,Belgium,2006,37.31
more than a year ago,Individuals aged 16-24 with high formal education,Belgium,2006,0.0
more than a year ago,Individuals aged 16-24 with low education,Belgium,2006,1.75
more than a year ago,Individuals aged 16-24 with medium formal education,Belgium,2006,3.01
more than a year ago,Individuals aged 25 to 54 with high formal education,Belgium,2006,1.24
more than a year ago,Individuals aged 25 to 54 with low formal education,Belgium,2006,2.88
more than a year ago,Individuals aged 25 to 54 with medium formal education,Belgium,2006,2.34
more than a year ago,Individuals aged 55 to 74 with high formal education,Belgium,2006,2.43
more than a year ago,Individuals aged 55 to 74 with low formal education,Belgium,2006,1.38
more than a year ago,Individuals aged 55 to 74 with medium formal education,Belgium,2006,3.28
Internet use: never,Individuals aged 16-24 with high formal education,Belgium,2006,0.0
Internet use: never,Individuals aged 16-24 with low education,Belgium,2006,11.11
Internet use: never,Individuals aged 16-24 with medium formal education,Belgium,2006,7.62
Internet use: never,Individuals aged 25 to 54 with high formal education,Belgium,2006,6.21
Internet use: never,Individuals aged 25 to 54 with low formal education,Belgium,2006,47.01
Internet use: never,Individuals aged 25 to 54 with medium formal education,Belgium,2006,22.92
Internet use: never,Individuals aged 55 to 74 with high formal education,Belgium,2006,31.79
Internet use: never,Individuals aged 55 to 74 with low formal education,Belgium,2006,82.75
Internet use: never,Individuals aged 55 to 74 with medium formal education,Belgium,2006,57.62
between 3 and 12 months ago,Individuals aged 16-24 with low education,Bulgaria,2006,4.43
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Bulgaria,2006,7.64
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Bulgaria,2006,5.06
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Bulgaria,2006,2.93
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Bulgaria,2006,2.18
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Bulgaria,2006,0.65
in last 3 months,Individuals aged 16-24 with high formal education,Bulgaria,2006,88.21
in last 3 months,Individuals aged 16-24 with low education,Bulgaria,2006,45.89
in last 3 months,Individuals aged 16-24 with medium formal education,Bulgaria,2006,54.31
in last 3 months,Individuals aged 25 to 54 with high formal education,Bulgaria,2006,69.22
in last 3 months,Individuals aged 25 to 54 with low formal education,Bulgaria,2006,0.61
in last 3 months,Individuals aged 25 to 54 with medium formal education,Bulgaria,2006,18.99
in last 3 months,Individuals aged 55 to 74 with high formal education,Bulgaria,2006,20.44
in last 3 months,Individuals aged 55 to 74 with medium formal education,Bulgaria,2006,3.2
more than a year ago,Individuals aged 16-24 with low education,Bulgaria,2006,1.76
more than a year ago,Individuals aged 16-24 with medium formal education,Bulgaria,2006,6.08
more than a year ago,Individuals aged 25 to 54 with high formal education,Bulgaria,2006,3.82
more than a year ago,Individuals aged 25 to 54 with medium formal education,Bulgaria,2006,2.89
more than a year ago,Individuals aged 55 to 74 with high formal education,Bulgaria,2006,3.65
more than a year ago,Individuals aged 55 to 74 with medium formal education,Bulgaria,2006,0.66
Internet use: never,Individuals aged 16-24 with low education,Bulgaria,2006,47.92
Internet use: never,Individuals aged 16-24 with medium formal education,Bulgaria,2006,31.97
Internet use: never,Individuals aged 25 to 54 with high formal education,Bulgaria,2006,21.9
Internet use: never,Individuals aged 25 to 54 with low formal education,Bulgaria,2006,98.69
Internet use: never,Individuals aged 25 to 54 with medium formal education,Bulgaria,2006,75.19
Internet use: never,Individuals aged 55 to 74 with high formal education,Bulgaria,2006,73.74
Internet use: never,Individuals aged 55 to 74 with low formal education,Bulgaria,2006,99.79
Internet use: never,Individuals aged 55 to 74 with medium formal education,Bulgaria,2006,95.49
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Cyprus,2006,6.86
between 3 and 12 months ago,Individuals aged 16-24 with low education,Cyprus,2006,5.22
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Cyprus,2006,5.5
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Cyprus,2006,2.16
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Cyprus,2006,0.42
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Cyprus,2006,1.95
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Cyprus,2006,1.04
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Cyprus,2006,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Cyprus,2006,0.84
in last 3 months,Individuals aged 16-24 with high formal education,Cyprus,2006,78.43
in last 3 months,Individuals aged 16-24 with low education,Cyprus,2006,55.42
in last 3 months,Individuals aged 16-24 with medium formal education,Cyprus,2006,62.14
in last 3 months,Individuals aged 25 to 54 with high formal education,Cyprus,2006,69.59
in last 3 months,Individuals aged 25 to 54 with low formal education,Cyprus,2006,5.56
in last 3 months,Individuals aged 25 to 54 with medium formal education,Cyprus,2006,27.1
in last 3 months,Individuals aged 55 to 74 with high formal education,Cyprus,2006,42.64
in last 3 months,Individuals aged 55 to 74 with low formal education,Cyprus,2006,0.13
in last 3 months,Individuals aged 55 to 74 with medium formal education,Cyprus,2006,8.19
more than a year ago,Individuals aged 16-24 with high formal education,Cyprus,2006,3.92
more than a year ago,Individuals aged 16-24 with low education,Cyprus,2006,6.02
more than a year ago,Individuals aged 16-24 with medium formal education,Cyprus,2006,7.77
more than a year ago,Individuals aged 25 to 54 with high formal education,Cyprus,2006,2.16
more than a year ago,Individuals aged 25 to 54 with low formal education,Cyprus,2006,1.09
more than a year ago,Individuals aged 25 to 54 with medium formal education,Cyprus,2006,3.23
more than a year ago,Individuals aged 55 to 74 with high formal education,Cyprus,2006,3.16
more than a year ago,Individuals aged 55 to 74 with low formal education,Cyprus,2006,0.0
more than a year ago,Individuals aged 55 to 74 with medium formal education,Cyprus,2006,0.84
Internet use: never,Individuals aged 16-24 with high formal education,Cyprus,2006,10.78
Internet use: never,Individuals aged 16-24 with low education,Cyprus,2006,33.33
Internet use: never,Individuals aged 16-24 with medium formal education,Cyprus,2006,24.6
Internet use: never,Individuals aged 25 to 54 with high formal education,Cyprus,2006,26.09
Internet use: never,Individuals aged 25 to 54 with low formal education,Cyprus,2006,92.93
Internet use: never,Individuals aged 25 to 54 with medium formal education,Cyprus,2006,67.72
Internet use: never,Individuals aged 55 to 74 with high formal education,Cyprus,2006,53.16
Internet use: never,Individuals aged 55 to 74 with low formal education,Cyprus,2006,99.87
Internet use: never,Individuals aged 55 to 74 with medium formal education,Cyprus,2006,90.13
between 3 and 12 months ago,Individuals aged 16-24 with low education,Denmark,2006,2.19
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Denmark,2006,1.23
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Denmark,2006,1.54
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Denmark,2006,6.35
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Denmark,2006,2.91
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Denmark,2006,5.84
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Denmark,2006,4.74
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Denmark,2006,8.18
in last 3 months,Individuals aged 16-24 with low education,Denmark,2006,96.65
in last 3 months,Individuals aged 16-24 with medium formal education,Denmark,2006,98.77
in last 3 months,Individuals aged 25 to 54 with high formal education,Denmark,2006,96.23
in last 3 months,Individuals aged 25 to 54 with low formal education,Denmark,2006,78.53
in last 3 months,Individuals aged 25 to 54 with medium formal education,Denmark,2006,92.25
in last 3 months,Individuals aged 55 to 74 with high formal education,Denmark,2006,84.2
in last 3 months,Individuals aged 55 to 74 with low formal education,Denmark,2006,43.53
in last 3 months,Individuals aged 55 to 74 with medium formal education,Denmark,2006,62.46
more than a year ago,Individuals aged 16-24 with low education,Denmark,2006,0.38
more than a year ago,Individuals aged 16-24 with medium formal education,Denmark,2006,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Denmark,2006,1.57
more than a year ago,Individuals aged 25 to 54 with low formal education,Denmark,2006,4.21
more than a year ago,Individuals aged 25 to 54 with medium formal education,Denmark,2006,1.77
more than a year ago,Individuals aged 55 to 74 with high formal education,Denmark,2006,3.15
more than a year ago,Individuals aged 55 to 74 with low formal education,Denmark,2006,5.41
more than a year ago,Individuals aged 55 to 74 with medium formal education,Denmark,2006,6.21
Internet use: never,Individuals aged 16-24 with low education,Denmark,2006,0.79
Internet use: never,Individuals aged 16-24 with medium formal education,Denmark,2006,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Denmark,2006,0.66
Internet use: never,Individuals aged 25 to 54 with low formal education,Denmark,2006,10.92
Internet use: never,Individuals aged 25 to 54 with medium formal education,Denmark,2006,3.07
Internet use: never,Individuals aged 55 to 74 with high formal education,Denmark,2006,6.8
Internet use: never,Individuals aged 55 to 74 with low formal education,Denmark,2006,46.32
Internet use: never,Individuals aged 55 to 74 with medium formal education,Denmark,2006,23.15
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Estonia,2006,3.24
in last 3 months,Individuals aged 16-24 with high formal education,Estonia,2006,93.12
in last 3 months,Individuals aged 16-24 with low education,Estonia,2006,94.6
in last 3 months,Individuals aged 16-24 with medium formal education,Estonia,2006,93.13
in last 3 months,Individuals aged 25 to 54 with high formal education,Estonia,2006,89.53
in last 3 months,Individuals aged 25 to 54 with low formal education,Estonia,2006,41.33
in last 3 months,Individuals aged 25 to 54 with medium formal education,Estonia,2006,63.7
in last 3 months,Individuals aged 55 to 74 with high formal education,Estonia,2006,46.54
in last 3 months,Individuals aged 55 to 74 with medium formal education,Estonia,2006,17.5
more than a year ago,Individuals aged 25 to 54 with medium formal education,Estonia,2006,3.28
Internet use: never,Individuals aged 25 to 54 with high formal education,Estonia,2006,7.32
Internet use: never,Individuals aged 25 to 54 with low formal education,Estonia,2006,48.66
Internet use: never,Individuals aged 25 to 54 with medium formal education,Estonia,2006,29.78
Internet use: never,Individuals aged 55 to 74 with high formal education,Estonia,2006,48.83
Internet use: never,Individuals aged 55 to 74 with low formal education,Estonia,2006,95.58
Internet use: never,Individuals aged 55 to 74 with medium formal education,Estonia,2006,78.32
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Finland,2006,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Finland,2006,0.95
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Finland,2006,0.92
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Finland,2006,0.33
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Finland,2006,7.0
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Finland,2006,3.24
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Finland,2006,1.28
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Finland,2006,2.11
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Finland,2006,5.21
in last 3 months,Individuals aged 16-24 with high formal education,Finland,2006,99.98
in last 3 months,Individuals aged 16-24 with low education,Finland,2006,97.8
in last 3 months,Individuals aged 16-24 with medium formal education,Finland,2006,97.16
in last 3 months,Individuals aged 25 to 54 with high formal education,Finland,2006,97.77
in last 3 months,Individuals aged 25 to 54 with low formal education,Finland,2006,68.18
in last 3 months,Individuals aged 25 to 54 with medium formal education,Finland,2006,86.97
in last 3 months,Individuals aged 55 to 74 with high formal education,Finland,2006,77.57
in last 3 months,Individuals aged 55 to 74 with low formal education,Finland,2006,27.93
in last 3 months,Individuals aged 55 to 74 with medium formal education,Finland,2006,43.06
more than a year ago,Individuals aged 16-24 with high formal education,Finland,2006,0.0
more than a year ago,Individuals aged 16-24 with low education,Finland,2006,0.81
more than a year ago,Individuals aged 16-24 with medium formal education,Finland,2006,1.92
more than a year ago,Individuals aged 25 to 54 with high formal education,Finland,2006,1.12
more than a year ago,Individuals aged 25 to 54 with low formal education,Finland,2006,3.69
more than a year ago,Individuals aged 25 to 54 with medium formal education,Finland,2006,2.3
more than a year ago,Individuals aged 55 to 74 with high formal education,Finland,2006,7.49
more than a year ago,Individuals aged 55 to 74 with low formal education,Finland,2006,3.64
more than a year ago,Individuals aged 55 to 74 with medium formal education,Finland,2006,4.69
Internet use: never,Individuals aged 16-24 with high formal education,Finland,2006,0.0
Internet use: never,Individuals aged 16-24 with low education,Finland,2006,0.44
Internet use: never,Individuals aged 16-24 with medium formal education,Finland,2006,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Finland,2006,0.78
Internet use: never,Individuals aged 25 to 54 with low formal education,Finland,2006,21.12
Internet use: never,Individuals aged 25 to 54 with medium formal education,Finland,2006,7.49
Internet use: never,Individuals aged 55 to 74 with high formal education,Finland,2006,13.65
Internet use: never,Individuals aged 55 to 74 with low formal education,Finland,2006,65.93
Internet use: never,Individuals aged 55 to 74 with medium formal education,Finland,2006,47.03
in last 3 months,Individuals aged 16-24 with high formal education,France,2006,97.48
in last 3 months,Individuals aged 16-24 with low education,France,2006,78.43
in last 3 months,Individuals aged 16-24 with medium formal education,France,2006,88.19
in last 3 months,Individuals aged 25 to 54 with high formal education,France,2006,88.03
in last 3 months,Individuals aged 25 to 54 with low formal education,France,2006,37.31
in last 3 months,Individuals aged 25 to 54 with medium formal education,France,2006,69.18
in last 3 months,Individuals aged 55 to 74 with high formal education,France,2006,58.99
in last 3 months,Individuals aged 55 to 74 with low formal education,France,2006,7.83
in last 3 months,Individuals aged 55 to 74 with medium formal education,France,2006,32.15
Internet use: never,Individuals aged 16-24 with low education,France,2006,8.05
Internet use: never,Individuals aged 25 to 54 with high formal education,France,2006,6.3
Internet use: never,Individuals aged 25 to 54 with low formal education,France,2006,52.99
Internet use: never,Individuals aged 25 to 54 with medium formal education,France,2006,18.73
Internet use: never,Individuals aged 55 to 74 with high formal education,France,2006,32.49
Internet use: never,Individuals aged 55 to 74 with low formal education,France,2006,89.15
Internet use: never,Individuals aged 55 to 74 with medium formal education,France,2006,60.91
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Germany,2006,2.03
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Germany,2006,4.21
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Germany,2006,3.65
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Germany,2006,2.26
in last 3 months,Individuals aged 16-24 with high formal education,Germany,2006,99.06
in last 3 months,Individuals aged 16-24 with low education,Germany,2006,91.81
in last 3 months,Individuals aged 16-24 with medium formal education,Germany,2006,96.46
in last 3 months,Individuals aged 25 to 54 with high formal education,Germany,2006,92.99
in last 3 months,Individuals aged 25 to 54 with low formal education,Germany,2006,65.77
in last 3 months,Individuals aged 25 to 54 with medium formal education,Germany,2006,79.72
in last 3 months,Individuals aged 55 to 74 with high formal education,Germany,2006,55.22
in last 3 months,Individuals aged 55 to 74 with low formal education,Germany,2006,26.2
in last 3 months,Individuals aged 55 to 74 with medium formal education,Germany,2006,35.5
more than a year ago,Individuals aged 25 to 54 with medium formal education,Germany,2006,1.64
Internet use: never,Individuals aged 25 to 54 with high formal education,Germany,2006,4.44
Internet use: never,Individuals aged 25 to 54 with low formal education,Germany,2006,27.6
Internet use: never,Individuals aged 25 to 54 with medium formal education,Germany,2006,14.99
Internet use: never,Individuals aged 55 to 74 with high formal education,Germany,2006,39.05
Internet use: never,Individuals aged 55 to 74 with low formal education,Germany,2006,70.25
Internet use: never,Individuals aged 55 to 74 with medium formal education,Germany,2006,60.04
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Greece,2006,5.23
between 3 and 12 months ago,Individuals aged 16-24 with low education,Greece,2006,7.32
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Greece,2006,11.08
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Greece,2006,4.13
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Greece,2006,0.76
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Greece,2006,4.86
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Greece,2006,3.17
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Greece,2006,0.09
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Greece,2006,1.8
in last 3 months,Individuals aged 16-24 with high formal education,Greece,2006,79.94
in last 3 months,Individuals aged 16-24 with low education,Greece,2006,50.94
in last 3 months,Individuals aged 16-24 with medium formal education,Greece,2006,63.49
in last 3 months,Individuals aged 25 to 54 with high formal education,Greece,2006,69.43
in last 3 months,Individuals aged 25 to 54 with low formal education,Greece,2006,5.03
in last 3 months,Individuals aged 25 to 54 with medium formal education,Greece,2006,34.03
in last 3 months,Individuals aged 55 to 74 with high formal education,Greece,2006,31.03
in last 3 months,Individuals aged 55 to 74 with low formal education,Greece,2006,0.19
in last 3 months,Individuals aged 55 to 74 with medium formal education,Greece,2006,8.74
more than a year ago,Individuals aged 16-24 with high formal education,Greece,2006,5.38
more than a year ago,Individuals aged 16-24 with low education,Greece,2006,3.59
more than a year ago,Individuals aged 16-24 with medium formal education,Greece,2006,5.57
more than a year ago,Individuals aged 25 to 54 with high formal education,Greece,2006,4.33
more than a year ago,Individuals aged 25 to 54 with low formal education,Greece,2006,1.77
more than a year ago,Individuals aged 25 to 54 with medium formal education,Greece,2006,3.78
more than a year ago,Individuals aged 55 to 74 with high formal education,Greece,2006,2.66
more than a year ago,Individuals aged 55 to 74 with low formal education,Greece,2006,0.13
more than a year ago,Individuals aged 55 to 74 with medium formal education,Greece,2006,0.8
Internet use: never,Individuals aged 16-24 with high formal education,Greece,2006,9.44
Internet use: never,Individuals aged 16-24 with low education,Greece,2006,38.14
Internet use: never,Individuals aged 16-24 with medium formal education,Greece,2006,19.85
Internet use: never,Individuals aged 25 to 54 with high formal education,Greece,2006,22.12
Internet use: never,Individuals aged 25 to 54 with low formal education,Greece,2006,92.44
Internet use: never,Individuals aged 25 to 54 with medium formal education,Greece,2006,57.33
Internet use: never,Individuals aged 55 to 74 with high formal education,Greece,2006,63.13
Internet use: never,Individuals aged 55 to 74 with low formal education,Greece,2006,99.58
Internet use: never,Individuals aged 55 to 74 with medium formal education,Greece,2006,88.65
between 3 and 12 months ago,Individuals aged 16-24 with low education,Hungary,2006,4.05
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Hungary,2006,1.05
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Hungary,2006,1.45
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Hungary,2006,2.11
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Hungary,2006,4.02
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Hungary,2006,1.86
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Hungary,2006,2.09
in last 3 months,Individuals aged 16-24 with high formal education,Hungary,2006,100.0
in last 3 months,Individuals aged 16-24 with low education,Hungary,2006,72.16
in last 3 months,Individuals aged 16-24 with medium formal education,Hungary,2006,87.48
in last 3 months,Individuals aged 25 to 54 with high formal education,Hungary,2006,90.81
in last 3 months,Individuals aged 25 to 54 with low formal education,Hungary,2006,15.49
in last 3 months,Individuals aged 25 to 54 with medium formal education,Hungary,2006,65.84
in last 3 months,Individuals aged 55 to 74 with high formal education,Hungary,2006,48.85
in last 3 months,Individuals aged 55 to 74 with low formal education,Hungary,2006,1.37
in last 3 months,Individuals aged 55 to 74 with medium formal education,Hungary,2006,23.55
more than a year ago,Individuals aged 16-24 with low education,Hungary,2006,1.41
more than a year ago,Individuals aged 16-24 with medium formal education,Hungary,2006,2.34
more than a year ago,Individuals aged 25 to 54 with high formal education,Hungary,2006,1.21
more than a year ago,Individuals aged 25 to 54 with low formal education,Hungary,2006,1.57
more than a year ago,Individuals aged 25 to 54 with medium formal education,Hungary,2006,1.67
