DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Hungary,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2004,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2005,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2006,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2007,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2017,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Ireland,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2005,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2006,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2007,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2020,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2022,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Iceland,2023,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2004,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2005,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2006,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2007,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2018,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Italy,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2004,100.0,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2005,100.0,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2006,100.0,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2007,100.0,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2008,100.0,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Lithuania,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2004,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2005,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2006,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2007,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2009,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2015,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Luxembourg,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2005,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2006,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2007,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Latvia,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Montenegro,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2006,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2007,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,North Macedonia,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2004,100.0,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2005,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2006,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2007,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2011,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2013,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2019,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Malta,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2004,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2005,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2006,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2007,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2008,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2009,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2010,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2011,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2012,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2013,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2014,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2015,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2016,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2017,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2018,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2019,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2020,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2021,100.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2022,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Netherlands,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Norway,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Norway,2005,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Norway,2006,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Percentage,From 15 to 74 years,Norway,2007,,u,
