STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2008,,82.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2009,,84.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2010,,84.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2011,,85.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2012,,85.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2013,,83.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2014,,86.8,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2015,,86.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2016,,85.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2017,,90.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2018,,88.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2019,,86.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2020,,82.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2021,,86.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2022,,88.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,HU,Hungary,2023,,86.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2004,,48.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2005,,51.8,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2006,,53.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2007,,60.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2008,,59.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2009,,63.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2010,,64.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2011,,66.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2012,,64.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2013,,69.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2014,,69.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2015,,72.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2016,,71.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2017,,73.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2018,,75.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2019,,78.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2020,,76.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2021,,79.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2022,,76.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IE,Ireland,2023,,76.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2007,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2008,,71.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2009,,75.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2010,,68.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2011,,79.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2012,,77.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2013,,76.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2014,,81.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2015,,66.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2016,,72.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2017,,74.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2018,,83.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2019,,77.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2020,,71.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IS,Iceland,2023,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2004,,63.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2005,,67.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2006,,68.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2007,,69.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2008,,70.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2009,,77.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2010,,76.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2011,,72.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2012,,75.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2013,,78.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2014,,78.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2015,,81.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2016,,81.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2017,,78.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2018,,80.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2019,,83.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2020,,83.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2021,,81.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2022,,85.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,IT,Italy,2023,,88.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2004,,74.1,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2005,,80.2,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2007,,71.7,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2008,,81.5,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2009,,80.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2010,,77.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2011,,80.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2012,,75.7,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2013,,82.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2014,,87.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2015,,90.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2016,,80.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2017,,81.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2018,,85.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2019,,84.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2020,,79.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2021,,83.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2022,,84.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LT,Lithuania,2023,,82.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2004,,88.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2005,,84.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2006,,88.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2007,,85.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2008,,97.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2009,,91.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2010,,90.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2011,,85.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2012,,90.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2013,,90.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2014,,91.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2015,,86.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2016,,83.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2017,,84.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2018,,86.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2019,,76.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2020,,86.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2021,,77.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2022,,82.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LU,Luxembourg,2023,,83.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2005,,72.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2006,,82.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2007,,76.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2008,,70.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2009,,68.8,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2010,,73.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2011,,73.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2012,,66.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2013,,63.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2014,,80.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2015,,85.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2016,,80.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2017,,81.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2018,,90.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2019,,75.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2020,,93.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2021,,83.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2022,,91.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,LV,Latvia,2023,,77.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2011,,69.3,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2012,,77.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2013,,66.9,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2014,,84.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2015,,86.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2016,,86.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2017,,74.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2018,,66.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2019,,71.4,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,ME,Montenegro,2020,,90.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2006,,73.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2007,,73.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2008,,80.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2009,,79.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2010,,86.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2011,,67.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2012,,71.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2013,,69.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2014,,67.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2015,,84.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2016,,72.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2017,,76.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2018,,80.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2019,,76.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MK,North Macedonia,2020,,76.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,PC,Percentage,M,Males,MT,Malta,2004,,85.0,,bu,"break in time series, low reliability",,
