DATAFLOW,LAST UPDATE,freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2015,65.36,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2016,68.53,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2017,70.63,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2018,74.07,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2019,76.95,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2020,79.69,e,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2021,80.41,b,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2022,83.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2023,85.87,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,EU27_2020:European Union - 27 countries (from 2020),2024,88.30,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2013,79.76,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2014,81.26,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2015,84.05,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2016,85.21,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2017,87.19,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2018,87.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2019,89.82,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2020,91.94,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2021,92.54,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2022,91.71,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2023,92.84,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FI:Finland,2024,87.66,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2013,66.28,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2014,67.79,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2015,67.84,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2016,70.40,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2017,70.25,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2018,75.24,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2019,77.32,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2021,77.69,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2022,82.46,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2023,84.08,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,FR:France,2024,87.87,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2013,53.41,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2014,55.74,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2015,59.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2016,63.41,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2017,57.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2018,66.10,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2019,71.39,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2020,73.66,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2021,76.34,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2022,76.89,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2023,78.61,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HR:Croatia,2024,79.96,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2013,61.70,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2014,65.61,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2015,63.14,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2016,70.68,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2017,68.68,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2018,68.69,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2019,75.21,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2020,78.58,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2021,82.29,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2022,85.00,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2023,88.28,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,HU:Hungary,2024,90.36,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2013,61.27,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2014,64.64,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2015,66.97,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2016,69.57,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2017,70.18,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2018,73.84,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2019,82.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2020,83.72,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2021,94.65,b,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2022,89.80,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2023,90.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IE:Ireland,2024,98.26,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2013,90.67,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2014,93.52,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2017,95.78,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2018,96.09,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2019,96.97,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2020,97.64,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IS:Iceland,2021,97.71,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2013,54.44,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2014,58.11,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2015,62.14,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2016,65.87,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2017,68.00,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2018,71.49,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2019,72.79,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2020,75.58,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2021,78.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2022,81.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2023,84.46,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,IT:Italy,2024,87.37,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2013,53.06,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2014,56.55,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2015,55.91,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2016,60.40,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2017,63.80,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2018,68.19,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2019,72.60,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2020,74.34,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2021,77.88,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2022,82.30,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2023,83.23,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LT:Lithuania,2024,85.11,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2013,81.60,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2014,87.09,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2015,91.88,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2016,92.72,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2017,90.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2018,86.34,b,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2019,87.06,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2020,91.73,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2021,93.63,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2022,91.72,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2023,93.13,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LU:Luxembourg,2024,94.19,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2013,60.18,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2014,61.44,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2015,66.17,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2016,68.17,b,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2017,69.82,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2018,73.35,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2019,75.49,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2020,79.50,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2021,83.55,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2022,85.99,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2023,87.44,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,LV:Latvia,2024,89.38,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2017,61.56,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2018,62.67,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2019,64.59,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2020,69.09,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2021,74.20,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2022,85.02,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2023,86.40,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,ME:Montenegro,2024,87.16,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2013,52.33,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2014,53.12,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2015,59.62,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2016,61.13,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2017,62.00,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2018,68.67,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2019,72.77,,
