DATAFLOW,LAST UPDATE,freq,indic_is,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,3.71,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,2.73,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,2.65,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,2.27,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,1.79,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,1.65,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,1.16,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2011,6.73,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2012,5.26,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2013,3.36,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2014,3.52,b,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2015,2.05,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2016,2.05,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2017,1.24,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Estonia,2019,0.92,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2011,3.90,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2012,2.96,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2013,2.56,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2014,1.91,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2015,1.95,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2016,1.93,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2017,2.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Greece,2019,2.01,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2011,4.80,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2012,4.80,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2013,3.52,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2014,3.24,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2015,2.36,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2016,1.86,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2017,2.23,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Spain,2019,0.92,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2011,3.57,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2012,3.27,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2013,2.42,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2014,2.37,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2015,2.02,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2016,1.61,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 15 countries (1995-2004),2017,1.54,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2011,3.74,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2012,3.28,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2013,2.50,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2014,2.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2015,2.04,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2016,1.61,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (2007-2013),2017,1.51,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2011,3.98,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2012,3.52,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2013,2.66,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2014,2.57,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2015,2.19,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2016,1.74,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2017,1.57,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 27 countries (from 2020),2019,1.07,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2011,3.73,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2012,3.28,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2013,2.50,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2014,2.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2015,2.05,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2016,1.62,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2017,1.51,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,European Union - 28 countries (2013-2020),2019,1.03,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2011,4.16,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2012,3.40,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2013,2.60,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2014,2.88,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2015,2.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2016,1.63,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2017,1.48,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Finland,2019,1.33,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2011,3.19,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2012,2.93,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2013,3.03,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2014,2.64,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2015,2.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2016,1.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2017,1.33,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,France,2019,0.86,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2011,2.30,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2012,2.68,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2013,2.66,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2014,2.45,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2015,2.88,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2016,2.75,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2017,1.89,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Croatia,2019,1.03,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2011,8.33,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2012,6.73,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2013,5.43,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2014,4.32,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2015,4.12,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2016,3.70,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2017,2.92,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Hungary,2019,1.65,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2011,2.34,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2012,2.08,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2013,2.00,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2014,1.95,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2015,1.23,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2016,1.16,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2017,1.06,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Ireland,2019,0.77,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Iceland,2011,1.83,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Iceland,2012,2.01,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Iceland,2013,1.37,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Iceland,2014,0.67,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Iceland,2017,0.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Iceland,2019,0.29,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2011,6.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2012,6.48,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2013,,u,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2014,3.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2015,3.05,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2016,2.72,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2017,2.51,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Italy,2019,2.20,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2011,3.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2012,4.03,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2013,2.98,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2014,3.29,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2015,2.42,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2016,2.26,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2017,1.84,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Lithuania,2019,0.87,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2011,1.53,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2012,1.10,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2013,0.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2014,0.98,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2015,1.06,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2016,0.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2017,0.50,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Luxembourg,2019,1.26,b,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2011,11.67,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2012,6.98,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2013,6.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2014,5.30,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2015,4.93,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2016,2.69,b,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2017,2.69,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Latvia,2019,1.91,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Montenegro,2012,3.36,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Montenegro,2017,5.35,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Montenegro,2019,3.59,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2012,2.09,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2013,3.04,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2014,1.51,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2015,1.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2016,0.85,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2017,0.85,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,North Macedonia,2019,0.69,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2011,1.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2012,1.38,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2013,0.91,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2014,1.69,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2015,1.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2016,1.24,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because of access elsewhere",Percentage of households,Total,Malta,2017,0.83,,
