time_period,geo,ind_type,indic_is,obs_value
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 35 to 44 years old",Individuals with basic overall digital skills,31.39
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 35 to 44 years old",Individuals with low overall digital skills,67.27
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,17.71
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 35 to 44 years old",Individuals with no overall digital skills,1.53
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,29.25
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 45 to 54 years old",Individuals with basic overall digital skills,30.57
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 45 to 54 years old",Individuals with low overall digital skills,59.82
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,18.25
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 45 to 54 years old",Individuals with no overall digital skills,2.33
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,19.31
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 64 years old",Individuals with basic overall digital skills,27.52
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 64 years old",Individuals with low overall digital skills,46.83
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,19.36
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 64 years old",Individuals with no overall digital skills,3.96
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,15.58
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 74 years old",Individuals with basic overall digital skills,24.37
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 74 years old",Individuals with low overall digital skills,39.95
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,17.8
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 55 to 74 years old",Individuals with no overall digital skills,4.54
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,10.84
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 65 to 74 years old",Individuals with basic overall digital skills,20.38
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 65 to 74 years old",Individuals with low overall digital skills,31.22
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,15.82
2023,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.28
2023,European Union - 27 countries (from 2020),All individuals,Individuals with above basic overall digital skills,27.32
2023,European Union - 27 countries (from 2020),All individuals,Individuals with basic overall digital skills,28.24
2023,European Union - 27 countries (from 2020),All individuals,Individuals with low overall digital skills,55.56
2023,European Union - 27 countries (from 2020),All individuals,Individuals with basic or above basic overall digital skills,17.71
2023,European Union - 27 countries (from 2020),All individuals,Individuals with no overall digital skills,3.01
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,33.48
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,33.01
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 19 years old",Individuals with low overall digital skills,66.49
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,19.57
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 19 years old",Individuals with no overall digital skills,1.42
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,38.07
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,31.91
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 24 years old",Individuals with low overall digital skills,69.98
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,17.75
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 24 years old",Individuals with no overall digital skills,1.24
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,38.96
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,31.74
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 29 years old",Individuals with low overall digital skills,70.7
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,16.86
2023,European Union - 27 countries (from 2020),"Individuals, 16 to 29 years old",Individuals with no overall digital skills,1.26
2023,European Union - 27 countries (from 2020),"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,41.95
2023,European Union - 27 countries (from 2020),"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,30.98
2023,European Union - 27 countries (from 2020),"Individuals, 20 to 24 years old",Individuals with low overall digital skills,72.93
2023,European Union - 27 countries (from 2020),"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,16.21
2023,European Union - 27 countries (from 2020),"Individuals, 20 to 24 years old",Individuals with no overall digital skills,1.09
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,40.53
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,31.44
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 29 years old",Individuals with low overall digital skills,71.97
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,15.29
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 29 years old",Individuals with no overall digital skills,1.3
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,39.01
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,31.16
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 34 years old",Individuals with low overall digital skills,70.18
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,16.35
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 34 years old",Individuals with no overall digital skills,1.61
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,33.18
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,30.82
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 54 years old",Individuals with low overall digital skills,64.0
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,17.88
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 54 years old",Individuals with no overall digital skills,2.05
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,29.25
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,29.61
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 64 years old",Individuals with low overall digital skills,58.86
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,18.21
2023,European Union - 27 countries (from 2020),"Individuals, 25 to 64 years old",Individuals with no overall digital skills,2.69
2023,European Union - 27 countries (from 2020),"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,34.04
2023,European Union - 27 countries (from 2020),"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,31.22
2023,European Union - 27 countries (from 2020),"Individuals, 35 to 44 years old",Individuals with low overall digital skills,65.26
2023,European Union - 27 countries (from 2020),"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,18.31
2023,European Union - 27 countries (from 2020),"Individuals, 35 to 44 years old",Individuals with no overall digital skills,1.75
2023,European Union - 27 countries (from 2020),"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,27.6
2023,European Union - 27 countries (from 2020),"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,30.16
2023,European Union - 27 countries (from 2020),"Individuals, 45 to 54 years old",Individuals with low overall digital skills,57.75
2023,European Union - 27 countries (from 2020),"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,18.71
2023,European Union - 27 countries (from 2020),"Individuals, 45 to 54 years old",Individuals with no overall digital skills,2.7
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,18.11
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,26.2
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 64 years old",Individuals with low overall digital skills,44.31
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,19.14
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 64 years old",Individuals with no overall digital skills,4.5
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,14.21
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,22.84
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 74 years old",Individuals with low overall digital skills,37.05
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,17.43
2023,European Union - 27 countries (from 2020),"Individuals, 55 to 74 years old",Individuals with no overall digital skills,5.15
2023,European Union - 27 countries (from 2020),"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,9.44
2023,European Union - 27 countries (from 2020),"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,18.75
2023,European Union - 27 countries (from 2020),"Individuals, 65 to 74 years old",Individuals with low overall digital skills,28.19
2023,European Union - 27 countries (from 2020),"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,15.35
2023,European Union - 27 countries (from 2020),"Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.95
2023,Finland,All individuals,Individuals with above basic overall digital skills,53.63
2023,Finland,All individuals,Individuals with basic overall digital skills,28.36
2023,Finland,All individuals,Individuals with low overall digital skills,81.99
2023,Finland,All individuals,Individuals with basic or above basic overall digital skills,11.28
2023,Finland,All individuals,Individuals with no overall digital skills,0.62
2023,Finland,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,67.92
2023,Finland,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,24.94
2023,Finland,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,92.86
2023,Finland,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,5.25
2023,Finland,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2023,Finland,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,70.58
2023,Finland,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,23.19
2023,Finland,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,93.77
2023,Finland,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,4.26
2023,Finland,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.56
2023,Finland,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,69.91
2023,Finland,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,24.58
2023,Finland,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,94.49
2023,Finland,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,4.09
2023,Finland,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.36
2023,Finland,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,72.37
2023,Finland,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,22.01
2023,Finland,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,94.39
2023,Finland,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,3.59
2023,Finland,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.94
2023,Finland,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,68.74
2023,Finland,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,26.99
2023,Finland,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,95.73
2023,Finland,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,3.79
2023,Finland,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.0
2023,Finland,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,72.47
2023,Finland,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,21.49
2023,Finland,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,93.95
2023,Finland,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,4.88
2023,Finland,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.0
2023,Finland,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,65.36
2023,Finland,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,26.7
2023,Finland,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,92.06
2023,Finland,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,6.39
2023,Finland,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,0.16
2023,Finland,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,59.15
2023,Finland,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,28.3
2023,Finland,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,87.45
2023,Finland,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,9.51
2023,Finland,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,0.36
2023,Finland,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,67.68
2023,Finland,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,26.37
2023,Finland,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,94.05
2023,Finland,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,5.26
2023,Finland,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,0.25
2023,Finland,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,55.3
2023,Finland,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,32.58
2023,Finland,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,87.88
2023,Finland,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,9.22
2023,Finland,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,0.25
2023,Finland,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,40.93
2023,Finland,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,32.99
2023,Finland,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,73.92
2023,Finland,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,18.65
2023,Finland,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,0.92
2023,Finland,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,29.3
2023,Finland,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,32.94
2023,Finland,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,62.24
2023,Finland,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,21.4
2023,Finland,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,1.33
2023,Finland,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,17.35
2023,Finland,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,32.89
2023,Finland,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,50.24
2023,Finland,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,24.22
2023,Finland,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,1.75
2023,France,All individuals,Individuals with above basic overall digital skills,30.62
2023,France,All individuals,Individuals with basic overall digital skills,29.06
2023,France,All individuals,Individuals with low overall digital skills,59.67
2023,France,All individuals,Individuals with basic or above basic overall digital skills,16.73
2023,France,All individuals,Individuals with no overall digital skills,2.48
2023,France,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,45.27
2023,France,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,27.16
2023,France,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,72.43
2023,France,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,13.59
2023,France,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.34
2023,France,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,47.78
2023,France,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,28.92
2023,France,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,76.7
2023,France,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,13.38
2023,France,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.46
2023,France,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,48.14
2023,France,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,28.71
2023,France,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,76.85
2023,France,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,13.19
2023,France,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.49
2023,France,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,50.15
2023,France,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,30.59
2023,France,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,80.74
2023,France,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,13.19
2023,France,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.56
2023,France,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,49.29
2023,France,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,28.05
2023,France,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,77.34
2023,France,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,12.59
2023,France,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.62
2023,France,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,43.05
2023,France,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,31.5
2023,France,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,74.56
2023,France,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,14.47
2023,France,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,1.57
2023,France,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,35.47
2023,France,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,30.87
2023,France,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,66.34
2023,France,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,16.94
2023,France,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,1.38
2023,France,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,30.89
2023,France,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,30.66
2023,France,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,61.56
2023,France,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,17.3
2023,France,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,2.14
2023,France,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,35.56
2023,France,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,30.03
2023,France,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,65.59
2023,France,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,19.3
2023,France,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,0.84
2023,France,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,30.3
2023,France,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,31.44
2023,France,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,61.74
2023,France,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,15.83
2023,France,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,1.89
2023,France,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,17.82
2023,France,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,30.07
2023,France,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,47.9
2023,France,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,18.33
2023,France,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,4.33
2023,France,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,15.39
2023,France,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,26.37
2023,France,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,41.76
2023,France,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,17.95
2023,France,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,5.07
2023,France,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,12.63
2023,France,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,22.16
2023,France,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,34.79
2023,France,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,17.51
2023,France,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.93
2023,Germany,All individuals,Individuals with above basic overall digital skills,19.79
2023,Germany,All individuals,Individuals with basic overall digital skills,32.43
2023,Germany,All individuals,Individuals with low overall digital skills,52.22
2023,Germany,All individuals,Individuals with basic or above basic overall digital skills,20.89
2023,Germany,All individuals,Individuals with no overall digital skills,2.32
2023,Germany,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,15.56
2023,Germany,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,31.89
2023,Germany,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,47.45
2023,Germany,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,29.2
2023,Germany,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,2.27
2023,Germany,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,21.7
2023,Germany,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,34.0
2023,Germany,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,55.69
2023,Germany,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,25.61
2023,Germany,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,1.59
2023,Germany,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,23.81
2023,Germany,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,35.46
2023,Germany,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,59.27
2023,Germany,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,22.79
2023,Germany,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,1.5
2023,Germany,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,26.2
2023,Germany,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,35.55
2023,Germany,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,61.74
2023,Germany,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,22.98
2023,Germany,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,1.09
2023,Germany,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,26.99
2023,Germany,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,37.67
2023,Germany,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,64.67
2023,Germany,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,18.52
2023,Germany,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,1.38
2023,Germany,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,27.75
2023,Germany,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,36.01
2023,Germany,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,63.76
2023,Germany,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,18.31
2023,Germany,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,1.57
2023,Germany,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,24.85
2023,Germany,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,35.37
2023,Germany,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,60.22
2023,Germany,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,20.13
2023,Germany,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,1.59
2023,Germany,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,21.81
2023,Germany,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,33.92
2023,Germany,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,55.73
2023,Germany,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,20.77
2023,Germany,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,2.12
2023,Germany,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,26.16
2023,Germany,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,35.42
2023,Germany,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,61.59
2023,Germany,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,20.48
2023,Germany,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,1.31
2023,Germany,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,20.68
2023,Germany,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,34.69
2023,Germany,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,55.37
2023,Germany,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,21.61
