Entity,Code,Year,Population (historical)
Germany,DEU,2018,83368506
Germany,DEU,2019,83559185
Germany,DEU,2020,83628711
Germany,DEU,2021,83697082
Germany,DEU,2022,84086228
Germany,DEU,2023,84548234
Greece,GRC,1942,7410484
Greece,GRC,1943,7439097
Greece,GRC,1944,7467821
Greece,GRC,1945,7496655
Greece,GRC,1946,7525601
Greece,GRC,1947,7554659
Greece,GRC,1948,7583829
Greece,GRC,1949,7621936
Greece,GRC,1950,7651080
Greece,GRC,1951,7712877
Greece,GRC,1952,7775542
Greece,GRC,1953,7841269
Greece,GRC,1954,7910866
Greece,GRC,1955,7984712
Greece,GRC,1956,8060992
Greece,GRC,1957,8136981
Greece,GRC,1958,8214992
Greece,GRC,1959,8297713
Greece,GRC,1960,8384481
Greece,GRC,1961,8447007
Greece,GRC,1962,8473374
Greece,GRC,1963,8488373
Greece,GRC,1964,8503997
Greece,GRC,1965,8521368
Greece,GRC,1966,8579992
Greece,GRC,1967,8655153
Greece,GRC,1968,8717917
Greece,GRC,1969,8747070
Greece,GRC,1970,8747778
Greece,GRC,1971,8787033
Greece,GRC,1972,8849378
Greece,GRC,1973,8893403
Greece,GRC,1974,8929112
Greece,GRC,1975,9016969
Greece,GRC,1976,9160213
Greece,GRC,1977,9282023
Greece,GRC,1978,9389968
Greece,GRC,1979,9526010
Greece,GRC,1980,9653418
Greece,GRC,1981,9754400
Greece,GRC,1982,9837470
Greece,GRC,1983,9911493
Greece,GRC,1984,9978780
Greece,GRC,1985,10037038
Greece,GRC,1986,10088762
Greece,GRC,1987,10134530
Greece,GRC,1988,10177008
Greece,GRC,1989,10218039
Greece,GRC,1990,10258492
Greece,GRC,1991,10306643
Greece,GRC,1992,10359894
Greece,GRC,1993,10412749
Greece,GRC,1994,10466265
Greece,GRC,1995,10519233
Greece,GRC,1996,10570081
Greece,GRC,1997,10622327
Greece,GRC,1998,10675412
Greece,GRC,1999,10727952
Greece,GRC,2000,10782638
Greece,GRC,2001,10843165
Greece,GRC,2002,10890288
Greece,GRC,2003,10918466
Greece,GRC,2004,10947370
Greece,GRC,2005,10981340
Greece,GRC,2006,11016108
Greece,GRC,2007,11045737
Greece,GRC,2008,11076873
Greece,GRC,2009,11108069
Greece,GRC,2010,11124665
Greece,GRC,2011,11108841
Greece,GRC,2012,11048294
Greece,GRC,2013,10967535
Greece,GRC,2014,10893169
Greece,GRC,2015,10820901
Greece,GRC,2016,10775506
Greece,GRC,2017,10753532
Greece,GRC,2018,10730845
Greece,GRC,2019,10718580
Greece,GRC,2020,10699370
Greece,GRC,2021,10579561
Greece,GRC,2022,10412481
Greece,GRC,2023,10242909
Hungary,HUN,1942,9262582
Hungary,HUN,1943,9267656
Hungary,HUN,1944,9272733
Hungary,HUN,1945,9277812
Hungary,HUN,1946,9282895
Hungary,HUN,1947,9287980
Hungary,HUN,1948,9293068
Hungary,HUN,1949,9309618
Hungary,HUN,1950,9337882
Hungary,HUN,1951,9423178
Hungary,HUN,1952,9503934
Hungary,HUN,1953,9594482
Hungary,HUN,1954,9704596
Hungary,HUN,1955,9823216
Hungary,HUN,1956,9853996
Hungary,HUN,1957,9837928
Hungary,HUN,1958,9880680
Hungary,HUN,1959,9936845
Hungary,HUN,1960,9983383
Hungary,HUN,1961,10026516
Hungary,HUN,1962,10058067
Hungary,HUN,1963,10083840
Hungary,HUN,1964,10114375
Hungary,HUN,1965,10141117
Hungary,HUN,1966,10170410
Hungary,HUN,1967,10206813
Hungary,HUN,1968,10244548
Hungary,HUN,1969,10281594
Hungary,HUN,1970,10315140
Hungary,HUN,1971,10343972
Hungary,HUN,1972,10374303
Hungary,HUN,1973,10407440
Hungary,HUN,1974,10453918
Hungary,HUN,1975,10515653
Hungary,HUN,1976,10573771
Hungary,HUN,1977,10623146
Hungary,HUN,1978,10660187
Hungary,HUN,1979,10688256
Hungary,HUN,1980,10695370
Hungary,HUN,1981,10679329
Hungary,HUN,1982,10656106
Hungary,HUN,1983,10622986
Hungary,HUN,1984,10584329
Hungary,HUN,1985,10547258
Hungary,HUN,1986,10511100
Hungary,HUN,1987,10475104
Hungary,HUN,1988,10440534
Hungary,HUN,1989,10403420
Hungary,HUN,1990,10381280
Hungary,HUN,1991,10378175
Hungary,HUN,1992,10371477
Hungary,HUN,1993,10356868
Hungary,HUN,1994,10339937
Hungary,HUN,1995,10322790
Hungary,HUN,1996,10302236
Hungary,HUN,1997,10278600
Hungary,HUN,1998,10251715
Hungary,HUN,1999,10219797
Hungary,HUN,2000,10190596
Hungary,HUN,2001,10166692
Hungary,HUN,2002,10138462
Hungary,HUN,2003,10108970
Hungary,HUN,2004,10085789
Hungary,HUN,2005,10065704
Hungary,HUN,2006,10049947
Hungary,HUN,2007,10034084
Hungary,HUN,2008,10016655
Hungary,HUN,2009,10001382
Hungary,HUN,2010,9979129
Hungary,HUN,2011,9946675
Hungary,HUN,2012,9916620
Hungary,HUN,2013,9889344
Hungary,HUN,2014,9862843
Hungary,HUN,2015,9839210
Hungary,HUN,2016,9810530
Hungary,HUN,2017,9785606
Hungary,HUN,2018,9774395
Hungary,HUN,2019,9770346
Hungary,HUN,2020,9749460
Hungary,HUN,2021,9707848
Hungary,HUN,2022,9684306
Hungary,HUN,2023,9686463
Ireland,IRL,1942,2910825
Ireland,IRL,1943,2911319
Ireland,IRL,1944,2911812
Ireland,IRL,1945,2912306
Ireland,IRL,1946,2912799
Ireland,IRL,1947,2913293
Ireland,IRL,1948,2913787
Ireland,IRL,1949,2911552
Ireland,IRL,1950,2912656
Ireland,IRL,1951,2936865
Ireland,IRL,1952,2941462
Ireland,IRL,1953,2929083
Ireland,IRL,1954,2915173
Ireland,IRL,1955,2899543
Ireland,IRL,1956,2883752
Ireland,IRL,1957,2869102
Ireland,IRL,1958,2854004
Ireland,IRL,1959,2839215
Ireland,IRL,1960,2827691
Ireland,IRL,1961,2824696
Ireland,IRL,1962,2831498
Ireland,IRL,1963,2843036
Ireland,IRL,1964,2857168
Ireland,IRL,1965,2873156
Ireland,IRL,1966,2888886
Ireland,IRL,1967,2905421
Ireland,IRL,1968,2922791
Ireland,IRL,1969,2940760
Ireland,IRL,1970,2961404
Ireland,IRL,1971,2993120
Ireland,IRL,1972,3037155
Ireland,IRL,1973,3084438
Ireland,IRL,1974,3132176
Ireland,IRL,1975,3180118
Ireland,IRL,1976,3228395
Ireland,IRL,1977,3277756
Ireland,IRL,1978,3329185
Ireland,IRL,1979,3375807
Ireland,IRL,1980,3415239
Ireland,IRL,1981,3448826
Ireland,IRL,1982,3475531
Ireland,IRL,1983,3497613
Ireland,IRL,1984,3515954
Ireland,IRL,1985,3531274
Ireland,IRL,1986,3541875
Ireland,IRL,1987,3540381
Ireland,IRL,1988,3525093
Ireland,IRL,1989,3511071
Ireland,IRL,1990,3514015
Ireland,IRL,1991,3534260
Ireland,IRL,1992,3558417
Ireland,IRL,1993,3576120
Ireland,IRL,1994,3590161
Ireland,IRL,1995,3610696
Ireland,IRL,1996,3638507
Ireland,IRL,1997,3672287
Ireland,IRL,1998,3711075
Ireland,IRL,1999,3752937
Ireland,IRL,2000,3802590
Ireland,IRL,2001,3862978
Ireland,IRL,2002,3928440
Ireland,IRL,2003,3992938
Ireland,IRL,2004,4066064
Ireland,IRL,2005,4155282
Ireland,IRL,2006,4268774
Ireland,IRL,2007,4393518
Ireland,IRL,2008,4485992
Ireland,IRL,2009,4533750
Ireland,IRL,2010,4559083
Ireland,IRL,2011,4579604
Ireland,IRL,2012,4600137
Ireland,IRL,2013,4624687
Ireland,IRL,2014,4658237
Ireland,IRL,2015,4702497
Ireland,IRL,2016,4753505
Ireland,IRL,2017,4810258
Ireland,IRL,2018,4872557
Ireland,IRL,2019,4933491
Ireland,IRL,2020,4982604
Ireland,IRL,2021,5028430
Ireland,IRL,2022,5110013
Ireland,IRL,2023,5196629
Italy,ITA,1942,44192767
Italy,ITA,1943,44460808
Italy,ITA,1944,44730474
Italy,ITA,1945,45001776
Italy,ITA,1946,45274723
Italy,ITA,1947,45549326
Italy,ITA,1948,45825595
Italy,ITA,1949,46106450
Italy,ITA,1950,46391676
Italy,ITA,1951,46751901
Italy,ITA,1952,47018177
Italy,ITA,1953,47410887
Italy,ITA,1954,47832232
Italy,ITA,1955,48130816
Italy,ITA,1956,48401948
Italy,ITA,1957,48657023
Italy,ITA,1958,48927097
Italy,ITA,1959,49219449
Italy,ITA,1960,49514555
Italy,ITA,1961,49815254
Italy,ITA,1962,50170591
Italy,ITA,1963,50570978
Italy,ITA,1964,51019579
Italy,ITA,1965,51480733
Italy,ITA,1966,51919066
Italy,ITA,1967,52338335
Italy,ITA,1968,52712156
Italy,ITA,1969,53060142
Italy,ITA,1970,53390231
Italy,ITA,1971,53707790
Italy,ITA,1972,54067562
Italy,ITA,1973,54450571
Italy,ITA,1974,54821112
Italy,ITA,1975,55166046
Italy,ITA,1976,55459414
Italy,ITA,1977,55714552
Italy,ITA,1978,55938969
Italy,ITA,1979,56132381
Italy,ITA,1980,56412088
Italy,ITA,1981,56646753
Italy,ITA,1982,56719179
Italy,ITA,1983,56766113
Italy,ITA,1984,56810354
Italy,ITA,1985,56855498
Italy,ITA,1986,56875982
Italy,ITA,1987,56891919
Italy,ITA,1988,56928746
Italy,ITA,1989,56976750
Italy,ITA,1990,57031457
Italy,ITA,1991,57075393
Italy,ITA,1992,57124992
Italy,ITA,1993,57170761
Italy,ITA,1994,57420136
Italy,ITA,1995,57403344
Italy,ITA,1996,57162098
Italy,ITA,1997,57189272
Italy,ITA,1998,57215190
Italy,ITA,1999,57240797
Italy,ITA,2000,57272200
Italy,ITA,2001,57305758
Italy,ITA,2002,57420635
Italy,ITA,2003,57739696
Italy,ITA,2004,58176735
Italy,ITA,2005,58519697
Italy,ITA,2006,58754433
Italy,ITA,2007,59108723
Italy,ITA,2008,59561686
Italy,ITA,2009,59904016
Italy,ITA,2010,60164212
Italy,ITA,2011,60367882
Italy,ITA,2012,60531522
Italy,ITA,2013,60653865
Italy,ITA,2014,60664169
Italy,ITA,2015,60575314
Italy,ITA,2016,60478103
Italy,ITA,2017,60390317
Italy,ITA,2018,60277496
Italy,ITA,2019,60130136
Italy,ITA,2020,59912763
Italy,ITA,2021,59729354
Italy,ITA,2022,59619106
Italy,ITA,2023,59499452
Latvia,LVA,1942,1922916
Latvia,LVA,1943,1921482
Latvia,LVA,1944,1920049
Latvia,LVA,1945,1918617
Latvia,LVA,1946,1917186
Latvia,LVA,1947,1915756
Latvia,LVA,1948,1914327
Latvia,LVA,1949,1916573
Latvia,LVA,1950,1918725
Latvia,LVA,1951,1933918
Latvia,LVA,1952,1949540
Latvia,LVA,1953,1965203
Latvia,LVA,1954,1982038
Latvia,LVA,1955,2000467
Latvia,LVA,1956,2019509
Latvia,LVA,1957,2040120
Latvia,LVA,1958,2063295
Latvia,LVA,1959,2096984
Latvia,LVA,1960,2131169
Latvia,LVA,1961,2157174
Latvia,LVA,1962,2182288
Latvia,LVA,1963,2205804
Latvia,LVA,1964,2229752
Latvia,LVA,1965,2252770
Latvia,LVA,1966,2274355
Latvia,LVA,1967,2296080
Latvia,LVA,1968,2317285
Latvia,LVA,1969,2337665
Latvia,LVA,1970,2357562
Latvia,LVA,1971,2377074
Latvia,LVA,1972,2395872
Latvia,LVA,1973,2415775
Latvia,LVA,1974,2436992
Latvia,LVA,1975,2455780
Latvia,LVA,1976,2470541
Latvia,LVA,1977,2484607
Latvia,LVA,1978,2497363
Latvia,LVA,1979,2505526
Latvia,LVA,1980,2511754
Latvia,LVA,1981,2519972
Latvia,LVA,1982,2532018
Latvia,LVA,1983,2546977
Latvia,LVA,1984,2562773
Latvia,LVA,1985,2579236
Latvia,LVA,1986,2599784
Latvia,LVA,1987,2625969
Latvia,LVA,1988,2652251
Latvia,LVA,1989,2664839
Latvia,LVA,1990,2660130
Latvia,LVA,1991,2648934
Latvia,LVA,1992,2614832
Latvia,LVA,1993,2563820
Latvia,LVA,1994,2521237
Latvia,LVA,1995,2485951
Latvia,LVA,1996,2457910
Latvia,LVA,1997,2433230
Latvia,LVA,1998,2410219
Latvia,LVA,1999,2390825
Latvia,LVA,2000,2368321
Latvia,LVA,2001,2338300
Latvia,LVA,2002,2311356
Latvia,LVA,2003,2288983
Latvia,LVA,2004,2264178
Latvia,LVA,2005,2239787
Latvia,LVA,2006,2219038
Latvia,LVA,2007,2200772
Latvia,LVA,2008,2177711
Latvia,LVA,2009,2142043
Latvia,LVA,2010,2097834
Latvia,LVA,2011,2059940
Latvia,LVA,2012,2034639
Latvia,LVA,2013,2013004
Latvia,LVA,2014,1994153
Latvia,LVA,2015,1977874
Latvia,LVA,2016,1959864
Latvia,LVA,2017,1942599
Latvia,LVA,2018,1927586
Latvia,LVA,2019,1914267
Latvia,LVA,2020,1901119
Latvia,LVA,2021,1885592
Latvia,LVA,2022,1881058
Latvia,LVA,2023,1882400
Lithuania,LTU,1942,2469807
Lithuania,LTU,1943,2480826
Lithuania,LTU,1944,2491894
Lithuania,LTU,1945,2503011
Lithuania,LTU,1946,2514177
Lithuania,LTU,1947,2525394
Lithuania,LTU,1948,2536661
Lithuania,LTU,1949,2549788
Lithuania,LTU,1950,2433001
Lithuania,LTU,1951,2458822
Lithuania,LTU,1952,2486412
Lithuania,LTU,1953,2515122
Lithuania,LTU,1954,2544711
Lithuania,LTU,1955,2575310
Lithuania,LTU,1956,2607334
Lithuania,LTU,1957,2641760
Lithuania,LTU,1958,2678932
Lithuania,LTU,1959,2722677
Lithuania,LTU,1960,2769098
Lithuania,LTU,1961,2812604
Lithuania,LTU,1962,2853290
Lithuania,LTU,1963,2891080
Lithuania,LTU,1964,2928857
Lithuania,LTU,1965,2965260
Lithuania,LTU,1966,3000359
Lithuania,LTU,1967,3035382
Lithuania,LTU,1968,3070262
Lithuania,LTU,1969,3103423
Lithuania,LTU,1970,3135873
Lithuania,LTU,1971,3170712
Lithuania,LTU,1972,3204902
Lithuania,LTU,1973,3236224
Lithuania,LTU,1974,3266366
Lithuania,LTU,1975,3295734
Lithuania,LTU,1976,3324568
Lithuania,LTU,1977,3353250
Lithuania,LTU,1978,3380073
Lithuania,LTU,1979,3404742
Lithuania,LTU,1980,3428416
Lithuania,LTU,1981,3452313
Lithuania,LTU,1982,3477581
Lithuania,LTU,1983,3505434
Lithuania,LTU,1984,3534124
Lithuania,LTU,1985,3562393
Lithuania,LTU,1986,3593781
Lithuania,LTU,1987,3627368
Lithuania,LTU,1988,3672653
Lithuania,LTU,1989,3696106
Lithuania,LTU,1990,3695015
Lithuania,LTU,1991,3701409
Lithuania,LTU,1992,3697553
Lithuania,LTU,1993,3680202
Lithuania,LTU,1994,3654893
Lithuania,LTU,1995,3627038
Lithuania,LTU,1996,3599721
Lithuania,LTU,1997,3573418
Lithuania,LTU,1998,3547769
Lithuania,LTU,1999,3522905
Lithuania,LTU,2000,3500410
Lithuania,LTU,2001,3473008
Lithuania,LTU,2002,3444051
Lithuania,LTU,2003,3415276
Lithuania,LTU,2004,3376703
Lithuania,LTU,2005,3322264
Lithuania,LTU,2006,3269809
Lithuania,LTU,2007,3231378
Lithuania,LTU,2008,3198483
Lithuania,LTU,2009,3163258
Lithuania,LTU,2010,3097719
Lithuania,LTU,2011,3028642
Lithuania,LTU,2012,2988334
Lithuania,LTU,2013,2958359
Lithuania,LTU,2014,2933172
Lithuania,LTU,2015,2905772
Lithuania,LTU,2016,2869108
Lithuania,LTU,2017,2829318
Lithuania,LTU,2018,2802484
Lithuania,LTU,2019,2795057
Lithuania,LTU,2020,2795766
Lithuania,LTU,2021,2794489
Lithuania,LTU,2022,2816922
Lithuania,LTU,2023,2854105
Luxembourg,LUX,1942,299506
Luxembourg,LUX,1943,298963
Luxembourg,LUX,1944,298421
Luxembourg,LUX,1945,297880
Luxembourg,LUX,1946,297340
Luxembourg,LUX,1947,296801
Luxembourg,LUX,1948,296262
Luxembourg,LUX,1949,296190
Luxembourg,LUX,1950,296578
Luxembourg,LUX,1951,298159
Luxembourg,LUX,1952,299907
Luxembourg,LUX,1953,301691
Luxembourg,LUX,1954,303488
Luxembourg,LUX,1955,305313
Luxembourg,LUX,1956,306953
Luxembourg,LUX,1957,308438
Luxembourg,LUX,1958,310039
Luxembourg,LUX,1959,312041
Luxembourg,LUX,1960,313886
Luxembourg,LUX,1961,316345
Luxembourg,LUX,1962,319662
Luxembourg,LUX,1963,322856
Luxembourg,LUX,1964,326232
Luxembourg,LUX,1965,329709
Luxembourg,LUX,1966,333085
Luxembourg,LUX,1967,335524
Luxembourg,LUX,1968,337014
Luxembourg,LUX,1969,338270
Luxembourg,LUX,1970,339338
Luxembourg,LUX,1971,341961
Luxembourg,LUX,1972,346085
Luxembourg,LUX,1973,349205
Luxembourg,LUX,1974,351432
Luxembourg,LUX,1975,353686
Luxembourg,LUX,1976,355878
Luxembourg,LUX,1977,358251
Luxembourg,LUX,1978,361046
Luxembourg,LUX,1979,362896
Luxembourg,LUX,1980,363710
Luxembourg,LUX,1981,364486
Luxembourg,LUX,1982,365060
Luxembourg,LUX,1983,365492
Luxembourg,LUX,1984,365904
Luxembourg,LUX,1985,366664
Luxembourg,LUX,1986,368408
Luxembourg,LUX,1987,370790
Luxembourg,LUX,1988,373786
Luxembourg,LUX,1989,377384
Luxembourg,LUX,1990,381707
Luxembourg,LUX,1991,386820
Luxembourg,LUX,1992,391973
Luxembourg,LUX,1993,397210
Luxembourg,LUX,1994,402596
Luxembourg,LUX,1995,408237
Luxembourg,LUX,1996,413779
Luxembourg,LUX,1997,418970
Luxembourg,LUX,1998,424158
Luxembourg,LUX,1999,429909
Luxembourg,LUX,2000,436142
Luxembourg,LUX,2001,441755
Luxembourg,LUX,2002,446393
Luxembourg,LUX,2003,451845
Luxembourg,LUX,2004,458307
Luxembourg,LUX,2005,465372
Luxembourg,LUX,2006,472871
Luxembourg,LUX,2007,480277
Luxembourg,LUX,2008,488995
Luxembourg,LUX,2009,498195
Luxembourg,LUX,2010,507418
Luxembourg,LUX,2011,518583
Luxembourg,LUX,2012,530952
Luxembourg,LUX,2013,543359
Luxembourg,LUX,2014,556285
Luxembourg,LUX,2015,569541
Luxembourg,LUX,2016,583511
Luxembourg,LUX,2017,596505
Luxembourg,LUX,2018,608108
Luxembourg,LUX,2019,620166
Luxembourg,LUX,2020,630597
Luxembourg,LUX,2021,640276
Luxembourg,LUX,2022,653316
Luxembourg,LUX,2023,665101
Malta,MLT,1942,261491
Malta,MLT,1943,265297
Malta,MLT,1944,269158
Malta,MLT,1945,273075
Malta,MLT,1946,277050
Malta,MLT,1947,281082
Malta,MLT,1948,285173
Malta,MLT,1949,288773
Malta,MLT,1950,294684
Malta,MLT,1951,300462
Malta,MLT,1952,304914
Malta,MLT,1953,309349
Malta,MLT,1954,313753
Malta,MLT,1955,318148
Malta,MLT,1956,322464
Malta,MLT,1957,326704
Malta,MLT,1958,329415
Malta,MLT,1959,330361
Malta,MLT,1960,330829
Malta,MLT,1961,330855
Malta,MLT,1962,330499
Malta,MLT,1963,329814
Malta,MLT,1964,328794
Malta,MLT,1965,327408
Malta,MLT,1966,325676
Malta,MLT,1967,323820
Malta,MLT,1968,323515
Malta,MLT,1969,324760
Malta,MLT,1970,326016
Malta,MLT,1971,327298
Malta,MLT,1972,328616
Malta,MLT,1973,330057
Malta,MLT,1974,331686
Malta,MLT,1975,333458
Malta,MLT,1976,335291
Malta,MLT,1977,337169
Malta,MLT,1978,339069
Malta,MLT,1979,340974
Malta,MLT,1980,342882
Malta,MLT,1981,344756
Malta,MLT,1982,346654
Malta,MLT,1983,348597
Malta,MLT,1984,350555
Malta,MLT,1985,352567
Malta,MLT,1986,355082
Malta,MLT,1987,358089
Malta,MLT,1988,361226
Malta,MLT,1989,364530
Malta,MLT,1990,367913
Malta,MLT,1991,371335
Malta,MLT,1992,374806
Malta,MLT,1993,378221
Malta,MLT,1994,381467
Malta,MLT,1995,384559
Malta,MLT,1996,387627
Malta,MLT,1997,390687
Malta,MLT,1998,393782
Malta,MLT,1999,396896
Malta,MLT,2000,399905
Malta,MLT,2001,402788
Malta,MLT,2002,405572
Malta,MLT,2003,408236
Malta,MLT,2004,410800
Malta,MLT,2005,413323
Malta,MLT,2006,415463
Malta,MLT,2007,417201
Malta,MLT,2008,418969
Malta,MLT,2009,420800
Malta,MLT,2010,422652
Malta,MLT,2011,424634
Malta,MLT,2012,426616
Malta,MLT,2013,428457
Malta,MLT,2014,434494
Malta,MLT,2015,444979
Malta,MLT,2016,455273
Malta,MLT,2017,467902
Malta,MLT,2018,484559
Malta,MLT,2019,504017
Malta,MLT,2020,518213
Malta,MLT,2021,524383
Malta,MLT,2022,528194
Malta,MLT,2023,532964
Netherlands,NLD,1942,9096853
Netherlands,NLD,1943,9216054
Netherlands,NLD,1944,9336818
Netherlands,NLD,1945,9459164
Netherlands,NLD,1946,9583114
Netherlands,NLD,1947,9708687
Netherlands,NLD,1948,9835906
Netherlands,NLD,1949,9964193
Netherlands,NLD,1950,10113759
Netherlands,NLD,1951,10264537
Netherlands,NLD,1952,10382295
Netherlands,NLD,1953,10493533
Netherlands,NLD,1954,10615730
Netherlands,NLD,1955,10751230
Netherlands,NLD,1956,10889768
Netherlands,NLD,1957,11026877
Netherlands,NLD,1958,11187365
Netherlands,NLD,1959,11348108
Netherlands,NLD,1960,11486909
Netherlands,NLD,1961,11639371
Netherlands,NLD,1962,11807552
Netherlands,NLD,1963,11969156
Netherlands,NLD,1964,12131887
Netherlands,NLD,1965,12301136
Netherlands,NLD,1966,12464282
Netherlands,NLD,1967,12607834
Netherlands,NLD,1968,12740849
Netherlands,NLD,1969,12890638
Netherlands,NLD,1970,13052082
Netherlands,NLD,1971,13208353
Netherlands,NLD,1972,13342780
Netherlands,NLD,1973,13453743
Netherlands,NLD,1974,13559670
Netherlands,NLD,1975,13680031
Netherlands,NLD,1976,13786640
Netherlands,NLD,1977,13868607
Netherlands,NLD,1978,13953922
Netherlands,NLD,1979,14050176
Netherlands,NLD,1980,14162687
Netherlands,NLD,1981,14262690
Netherlands,NLD,1982,14333902
Netherlands,NLD,1983,14396901
Netherlands,NLD,1984,14462810
Netherlands,NLD,1985,14538958
Netherlands,NLD,1986,14626489
Netherlands,NLD,1987,14724947
Netherlands,NLD,1988,14825916
Netherlands,NLD,1989,14921107
Netherlands,NLD,1990,15030884
Netherlands,NLD,1991,15155091
Netherlands,NLD,1992,15276786
Netherlands,NLD,1993,15389718
Netherlands,NLD,1994,15485453
Netherlands,NLD,1995,15565033
Netherlands,NLD,1996,15640031
Netherlands,NLD,1997,15723620
Netherlands,NLD,1998,15827109
Netherlands,NLD,1999,15940182
Netherlands,NLD,2000,16058758
Netherlands,NLD,2001,16182705
Netherlands,NLD,2002,16288060
Netherlands,NLD,2003,16366914
Netherlands,NLD,2004,16425561
Netherlands,NLD,2005,16465707
Netherlands,NLD,2006,16493851
Netherlands,NLD,2007,16531360
Netherlands,NLD,2008,16597257
Netherlands,NLD,2009,16684147
Netherlands,NLD,2010,16771232
Netherlands,NLD,2011,16851061
Netherlands,NLD,2012,16915191
Netherlands,NLD,2013,16967065
Netherlands,NLD,2014,17030087
Netherlands,NLD,2015,17107427
Netherlands,NLD,2016,17204694
Netherlands,NLD,2017,17315375
Netherlands,NLD,2018,17421284
Netherlands,NLD,2019,17537506
Netherlands,NLD,2020,17636732
Netherlands,NLD,2021,17730564
Netherlands,NLD,2022,17904422
Netherlands,NLD,2023,18092525
Poland,POL,1942,28238390
Poland,POL,1943,27706686
Poland,POL,1944,27184994
Poland,POL,1945,26673126
Poland,POL,1946,26170895
Poland,POL,1947,25678120
Poland,POL,1948,25194625
Poland,POL,1949,24897453
Poland,POL,1950,24780169
Poland,POL,1951,25222692
Poland,POL,1952,25672466
Poland,POL,1953,26126457
Poland,POL,1954,26590475
Poland,POL,1955,27063640
Poland,POL,1956,27535570
Poland,POL,1957,28076495
Poland,POL,1958,28643644
Poland,POL,1959,29132534
Poland,POL,1960,29575967
Poland,POL,1961,29979693
Poland,POL,1962,30338095
Poland,POL,1963,30674024
Poland,POL,1964,30993140
Poland,POL,1965,31288338
Poland,POL,1966,31568282
Poland,POL,1967,31828625
Poland,POL,1968,32078387
Poland,POL,1969,32322777
Poland,POL,1970,32542639
Poland,POL,1971,32771298
Poland,POL,1972,33041994
Poland,POL,1973,33333277
Poland,POL,1974,33642463
Poland,POL,1975,33964399
Poland,POL,1976,34296611
Poland,POL,1977,34628514
Poland,POL,1978,34934216
Poland,POL,1979,35248381
Poland,POL,1980,35576518
Poland,POL,1981,35900913
Poland,POL,1982,36233466
Poland,POL,1983,36573701
Poland,POL,1984,36905796
Poland,POL,1985,37200851
Poland,POL,1986,37452612
Poland,POL,1987,37665712
Poland,POL,1988,37817862
Poland,POL,1989,37938087
Poland,POL,1990,38055449
Poland,POL,1991,38152947
Poland,POL,1992,38233632
Poland,POL,1993,38294881
Poland,POL,1994,38344311
Poland,POL,1995,38364668
Poland,POL,1996,38359165
Poland,POL,1997,38348307
Poland,POL,1998,38326432
Poland,POL,1999,38287717
Poland,POL,2000,38258076
Poland,POL,2001,38247357
Poland,POL,2002,38229406
Poland,POL,2003,38203525
Poland,POL,2004,38167567
Poland,POL,2005,38124377
Poland,POL,2006,38071170
Poland,POL,2007,38020420
Poland,POL,2008,37995902
Poland,POL,2009,38002154
Poland,POL,2010,38095356
Poland,POL,2011,38208644
Poland,POL,2012,38247868
Poland,POL,2013,38259266
Poland,POL,2014,38265113
Poland,POL,2015,38266314
Poland,POL,2016,38263259
Poland,POL,2017,38254964
Poland,POL,2018,38241070
Poland,POL,2019,38225884
Poland,POL,2020,38171005
Poland,POL,2021,38040304
Poland,POL,2022,38385734
Poland,POL,2023,38762847
Portugal,PRT,1942,7811843
Portugal,PRT,1943,7886677
Portugal,PRT,1944,7962228
Portugal,PRT,1945,8038503
Portugal,PRT,1946,8115508
Portugal,PRT,1947,8193251
Portugal,PRT,1948,8271739
Portugal,PRT,1949,8346329
Portugal,PRT,1950,8418877
Portugal,PRT,1951,8474202
Portugal,PRT,1952,8523424
Portugal,PRT,1953,8572744
Portugal,PRT,1954,8616967
Portugal,PRT,1955,8662890
Portugal,PRT,1956,8704062
Portugal,PRT,1957,8743287
Portugal,PRT,1958,8792776
Portugal,PRT,1959,8840373
Portugal,PRT,1960,8873224
Portugal,PRT,1961,8888381
Portugal,PRT,1962,8895775
Portugal,PRT,1963,8898302
Portugal,PRT,1964,8895763
Portugal,PRT,1965,8889623
Portugal,PRT,1966,8872477
Portugal,PRT,1967,8845842
Portugal,PRT,1968,8809709
Portugal,PRT,1969,8754238
Portugal,PRT,1970,8669522
Portugal,PRT,1971,8685586
Portugal,PRT,1972,8815589
Portugal,PRT,1973,8939234
Portugal,PRT,1974,9059175
Portugal,PRT,1975,9182303
Portugal,PRT,1976,9310264
Portugal,PRT,1977,9438170
Portugal,PRT,1978,9556398
Portugal,PRT,1979,9663303
Portugal,PRT,1980,9763622
Portugal,PRT,1981,9837589
Portugal,PRT,1982,9885845
Portugal,PRT,1983,9925257
Portugal,PRT,1984,9956893
Portugal,PRT,1985,9979475
Portugal,PRT,1986,9993098
Portugal,PRT,1987,10001991
Portugal,PRT,1988,10004589
Portugal,PRT,1989,10001379
Portugal,PRT,1990,9989528
Portugal,PRT,1991,9969182
Portugal,PRT,1992,9960345
Portugal,PRT,1993,9972341
Portugal,PRT,1994,9998486
Portugal,PRT,1995,10031755
Portugal,PRT,1996,10067655
Portugal,PRT,1997,10110548
Portugal,PRT,1998,10159524
Portugal,PRT,1999,10214877
Portugal,PRT,2000,10283196
Portugal,PRT,2001,10354328
Portugal,PRT,2002,10413046
Portugal,PRT,2003,10454245
Portugal,PRT,2004,10481384
