Entity,Code,Year,Annual CO₂ emissions (per capita)
Italy,ITA,1866,0.05458293
Estonia,EST,1867,0.054378394
Italy,ITA,1867,0.053961847
Austria,AUT,1807,0.053945992
Croatia,HRV,1902,0.0539159
Greece,GRC,1905,0.053750224
Croatia,HRV,1900,0.053653978
Greece,GRC,1869,0.053423245
Germany,DEU,1805,0.053302526
Hungary,HUN,1851,0.052888118
Ireland,IRL,1915,0.052781772
Finland,FIN,1888,0.05267168
Poland,POL,1808,0.052587613
Germany,DEU,1804,0.05245813
Ireland,IRL,1913,0.051847875
Romania,ROU,1887,0.05182647
Finland,FIN,1870,0.051787194
Latvia,LVA,1879,0.05166841
Lithuania,LTU,1877,0.051387608
Greece,GRC,1873,0.051320676
Latvia,LVA,1878,0.051169842
Lithuania,LTU,1876,0.051099185
Finland,FIN,1872,0.050645508
Poland,POL,1814,0.050314993
Finland,FIN,1868,0.050245065
Poland,POL,1803,0.050176714
Ireland,IRL,1910,0.04998787
Greece,GRC,1906,0.049857985
Finland,FIN,1876,0.04951933
Poland,POL,1804,0.049413763
Poland,POL,1802,0.049343564
Spain,ESP,1856,0.04920746
Poland,POL,1809,0.049153995
Greece,GRC,1899,0.048899695
Poland,POL,1801,0.048899516
Finland,FIN,1880,0.048377797
Estonia,EST,1866,0.047954958
Finland,FIN,1873,0.047875397
Romania,ROU,1886,0.047798406
Finland,FIN,1881,0.047667645
Italy,ITA,1865,0.047303215
Romania,ROU,1884,0.047285717
Germany,DEU,1806,0.047273606
Greece,GRC,1867,0.047250953
Greece,GRC,1872,0.046961855
Slovenia,SVN,1897,0.04658248
Italy,ITA,1862,0.046562288
Poland,POL,1812,0.04621533
Germany,DEU,1810,0.046192635
Poland,POL,1800,0.045189332
Germany,DEU,1815,0.044824384
Romania,ROU,1885,0.04481207
Estonia,EST,1868,0.044701405
Germany,DEU,1809,0.044674568
Finland,FIN,1875,0.044486605
Germany,DEU,1800,0.044171557
Finland,FIN,1863,0.044161808
Germany,DEU,1808,0.043796904
Spain,ESP,1853,0.0431488
Germany,DEU,1811,0.04306568
Greece,GRC,1875,0.042682916
Finland,FIN,1861,0.042181488
Finland,FIN,1862,0.042096555
Lithuania,LTU,1875,0.04176744
Germany,DEU,1812,0.041702244
Sweden,SWE,1848,0.041050352
Romania,ROU,1883,0.04093677
Italy,ITA,1863,0.040323935
Germany,DEU,1813,0.04004199
Croatia,HRV,1899,0.039979685
Finland,FIN,1866,0.039848678
Poland,POL,1807,0.03982849
Latvia,LVA,1877,0.0397878
Finland,FIN,1869,0.03962551
Latvia,LVA,1876,0.039618522
Finland,FIN,1917,0.03943303
Greece,GRC,1874,0.03929279
Germany,DEU,1814,0.039072905
Poland,POL,1813,0.03847724
Finland,FIN,1879,0.038195748
Bulgaria,BGR,1898,0.03809018
Hungary,HUN,1844,0.037825923
Bulgaria,BGR,1899,0.037553634
Lithuania,LTU,1874,0.036826182
Spain,ESP,1855,0.036246743
Spain,ESP,1854,0.03618359
Finland,FIN,1865,0.035686027
Finland,FIN,1867,0.03562215
Spain,ESP,1852,0.03556558
Finland,FIN,1915,0.03512162
Greece,GRC,1939,0.034723565
Croatia,HRV,1898,0.034574714
Slovenia,SVN,1943,0.034177512
Spain,ESP,1851,0.034038454
Lithuania,LTU,1872,0.0332895
Spain,ESP,1850,0.033244286
Lithuania,LTU,1871,0.0329066
Hungary,HUN,1847,0.032652874
Greece,GRC,1940,0.032469917
Latvia,LVA,1875,0.03242711
Lithuania,LTU,1873,0.03078845
Greece,GRC,1942,0.03063862
Sweden,SWE,1844,0.030394783
Croatia,HRV,1896,0.029839847
Germany,DEU,1802,0.029754901
Hungary,HUN,1841,0.02956613
Germany,DEU,1801,0.029240523
Hungary,HUN,1839,0.029231677
Slovenia,SVN,1893,0.029134914
Bulgaria,BGR,1897,0.02899199
Latvia,LVA,1874,0.028629927
Greece,GRC,1943,0.028566908
Bulgaria,BGR,1896,0.028441899
Germany,DEU,1803,0.02830634
Hungary,HUN,1840,0.028255418
Finland,FIN,1864,0.027313774
Croatia,HRV,1894,0.027260564
Croatia,HRV,1895,0.027018923
Sweden,SWE,1845,0.026740598
Slovakia,SVK,1860,0.026243053
Latvia,LVA,1872,0.025950842
Latvia,LVA,1871,0.025687387
Italy,ITA,1861,0.02559917
Hungary,HUN,1830,0.025466146
Sweden,SWE,1842,0.02528186
Lithuania,LTU,1870,0.024735682
Sweden,SWE,1846,0.024260907
Sweden,SWE,1847,0.024012173
Latvia,LVA,1873,0.023968687
Finland,FIN,1918,0.023738442
Greece,GRC,1868,0.023405904
Lithuania,LTU,1869,0.023130734
Croatia,HRV,1897,0.02300328
Bulgaria,BGR,1895,0.022892447
Romania,ROU,1882,0.022634495
Bulgaria,BGR,1894,0.0222224
Greece,GRC,1947,0.02221159
Spain,ESP,1849,0.022047143
Greece,GRC,1918,0.021936638
Finland,FIN,1860,0.021156946
Lithuania,LTU,1867,0.021106437
Spain,ESP,1848,0.019942673
Spain,ESP,1846,0.019451473
Hungary,HUN,1832,0.019429982
Latvia,LVA,1870,0.019334918
Spain,ESP,1845,0.019072482
Lithuania,LTU,1866,0.018664144
Greece,GRC,1919,0.018567245
Greece,GRC,1941,0.018364085
Sweden,SWE,1843,0.018198298
Latvia,LVA,1869,0.01810565
Hungary,HUN,1836,0.018084582
Hungary,HUN,1843,0.017930845
Spain,ESP,1847,0.017817054
Hungary,HUN,1845,0.017670974
Bulgaria,BGR,1893,0.017426936
Hungary,HUN,1842,0.01730962
Lithuania,LTU,1868,0.017303988
Croatia,HRV,1943,0.016809387
Latvia,LVA,1867,0.016566332
Slovenia,SVN,1892,0.016563052
Greece,GRC,1946,0.01649835
Estonia,EST,1864,0.016263919
Greece,GRC,1917,0.016241549
Estonia,EST,1861,0.015913064
Hungary,HUN,1831,0.015494763
Estonia,EST,1865,0.015360702
Hungary,HUN,1834,0.015159137
Slovenia,SVN,1891,0.015088552
Hungary,HUN,1837,0.014830781
Greece,GRC,1944,0.014719153
Estonia,EST,1863,0.014675382
Latvia,LVA,1866,0.0146695515
Hungary,HUN,1833,0.014466502
Croatia,HRV,1893,0.014407052
Sweden,SWE,1839,0.014188319
Estonia,EST,1862,0.014184167
Spain,ESP,1844,0.014079683
Latvia,LVA,1868,0.013562797
Bulgaria,BGR,1892,0.013524441
Hungary,HUN,1838,0.013173136
Slovenia,SVN,1890,0.0130435135
Sweden,SWE,1840,0.012888442
Sweden,SWE,1841,0.0127667
Estonia,EST,1860,0.012678394
Hungary,HUN,1846,0.012425904
Spain,ESP,1843,0.012111899
Greece,GRC,1916,0.011776632
Bulgaria,BGR,1891,0.011612405
Sweden,SWE,1834,0.011093442
Hungary,HUN,1835,0.0110886535
Spain,ESP,1842,0.010117266
Estonia,EST,1859,0.00970972
Bulgaria,BGR,1890,0.009639946
Estonia,EST,1858,0.009265945
Greece,GRC,1945,0.008769778
Slovenia,SVN,1944,0.008512045
Portugal,PRT,1871,0.008420395
Croatia,HRV,1892,0.008193134
Bulgaria,BGR,1889,0.00760643
Croatia,HRV,1891,0.007466364
Spain,ESP,1841,0.0073120836
Estonia,EST,1855,0.006841214
Croatia,HRV,1890,0.006456727
Lithuania,LTU,1864,0.0063642487
Lithuania,LTU,1861,0.006277869
Lithuania,LTU,1865,0.005994806
Lithuania,LTU,1863,0.005758528
Lithuania,LTU,1862,0.0055804825
Bulgaria,BGR,1888,0.005511261
Romania,ROU,1881,0.0052266014
Portugal,PRT,1870,0.0050872993
Romania,ROU,1875,0.005034275
Latvia,LVA,1864,0.0050160675
Lithuania,LTU,1860,0.0050154775
Romania,ROU,1876,0.0050036456
Romania,ROU,1877,0.004973203
Latvia,LVA,1861,0.004967676
Romania,ROU,1878,0.004942945
Romania,ROU,1879,0.0049128723
Romania,ROU,1880,0.0048829815
Latvia,LVA,1865,0.0047180597
Romania,ROU,1873,0.0047040894
Romania,ROU,1874,0.0046754694
Latvia,LVA,1863,0.0045440667
Slovenia,SVN,1885,0.0045382916
Latvia,LVA,1862,0.00441027
Romania,ROU,1871,0.0043656896
Romania,ROU,1872,0.0043384777
Croatia,HRV,1944,0.004174177
Romania,ROU,1870,0.003994305
Latvia,LVA,1860,0.003973729
Greece,GRC,1915,0.0039533107
Lithuania,LTU,1859,0.0038512019
Lithuania,LTU,1858,0.0036855398
Bulgaria,BGR,1884,0.0034993063
Spain,ESP,1839,0.0034403016
Bulgaria,BGR,1887,0.003353877
Latvia,LVA,1859,0.0030560028
Latvia,LVA,1858,0.0029282016
Romania,ROU,1868,0.0028333457
Romania,ROU,1869,0.0028144026
Lithuania,LTU,1855,0.002742498
Spain,ESP,1837,0.0026817883
Spain,ESP,1840,0.002628863
Romania,ROU,1867,0.0024453045
Estonia,EST,1850,0.0023949947
Bulgaria,BGR,1883,0.0023661142
Bulgaria,BGR,1885,0.0023000953
Bulgaria,BGR,1886,0.00226778
Croatia,HRV,1885,0.0022503752
Latvia,LVA,1855,0.0021885636
Romania,ROU,1866,0.0020517851
Greece,GRC,1914,0.0019906368
Spain,ESP,1838,0.0018648191
Romania,ROU,1864,0.0016641109
Romania,ROU,1865,0.0016527306
Spain,ESP,1836,0.0016198008
Romania,ROU,1862,0.0012653302
Romania,ROU,1863,0.0012566772
Bulgaria,BGR,1881,0.0012170142
Bulgaria,BGR,1882,0.0011999157
Italy,ITA,1860,0.0011262266
Lithuania,LTU,1850,0.00097317365
Greece,GRC,1879,0.0009101098
Greece,GRC,1883,0.00087331707
Romania,ROU,1861,0.00084936206
Greece,GRC,1888,0.0008294393
Latvia,LVA,1850,0.0007815431
Estonia,EST,1831,0.0005820066
Estonia,EST,1830,0.0004908724
Estonia,EST,1833,0.00047348242
Romania,ROU,1858,0.0004335143
Romania,ROU,1859,0.00043054967
Romania,ROU,1860,0.0004276053
Estonia,EST,1832,0.00038336706
Spain,ESP,1830,0.0002809471
Spain,ESP,1831,0.0002790868
Spain,ESP,1832,0.0002772386
Spain,ESP,1833,0.0002754025
Spain,ESP,1834,0.00027357854
Spain,ESP,1835,0.00027176665
Lithuania,LTU,1831,0.00024912014
Lithuania,LTU,1830,0.00021066824
Latvia,LVA,1831,0.00020666626
Lithuania,LTU,1833,0.00020159729
Latvia,LVA,1830,0.00017408619
Latvia,LVA,1833,0.00016579726
Lithuania,LTU,1832,0.00016366136
Latvia,LVA,1832,0.0001350909
